es Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
Evitemos	prevent	0	0	0	-1	0	1	1	-1	0
rediseñar	redesign	1	1	1	1	1	1	1	0	1
meterá	lead	0	1	1	1	1	0	1	0	1
amiguismo	shop	0	0	1	0	1	1	1	0	1
respetarnos	respect	1	1	1	1	0	1	1	1	1
reuniesen	be	0	1	0	0	0	0	1	0	1
galardón	award	1	1	1	1	0	1	1	0	1
aparentemos	be	0	1	0	0	0	0	1	0	1
confirmarles	confirm	1	1	1	1	1	1	1	0	1
proporcionados	provide	1	1	1	1	1	1	1	0	1
sostuvieron	maintain	1	0	1	1	0	1	1	0	1
concentraran	concentrate	0	0	0	0	1	1	0	0	0
maduros	mature	0	1	0	1	0	1	1	0	0
querían	want	1	0	1	0	0	1	1	0	1
-esto	point	0	0	0	0	1	0	1	0	0
Pacheco	like	1	1	1	1	0	1	1	1	1
compartió	share	1	1	1	0	1	1	1	0	1
arriesgaríamos	risk	-1	0	-1	0	-1	0	1	0	-1
observaciones	remark	0	0	0	0	0	1	1	-1	1
exigieron	demand	0	0	1	1	0	1	1	0	1
subordinando	make	0	0	0	1	0	0	1	0	0
compraventa	sell	0	0	0	0	1	1	1	0	1
Turno	vote	0	0	0	1	1	1	1	0	0
peleado	fight	-1	0	-1	-1	0	0	1	0	-1
report	report	0	0	-1	1	0	0	1	0	-1
llagas	point	0	0	0	0	1	0	1	0	0
extenuante	exhaust	0	0	0	-1	-1	1	1	0	-1
ajustaremos	adjust	0	0	0	1	0	1	1	0	0
preferidas	prefer	0	0	1	1	1	1	1	0	1
individuo	man	0	0	0	0	0	1	1	0	1
precozmente	detect	0	0	0	0	0	0	0	0	0
conseguirían	be	0	1	0	0	0	0	1	0	1
valerosos	brave	0	1	0	1	0	1	1	1	1
reflexionarse	consider	1	1	1	1	1	1	1	0	1
técnico-jurídico	weight	0	-1	0	1	0	1	-1	0	0
fomentaran	be	0	1	0	0	0	0	1	0	1
encarrilando	control	1	0	1	0	1	1	1	0	1
alrededor	surround	0	0	-1	0	1	1	1	0	1
KEDO	support	1	1	1	1	0	1	1	1	1
pliega	bend	0	0	0	-1	0	1	1	0	0
pasmosas	found	1	1	1	1	1	1	1	1	1
compelen	oblige	1	1	1	1	0	1	1	1	0
cabalmente	be	0	1	0	0	0	0	1	0	1
pliego	document	0	0	0	0	0	1	1	0	0
incriminados	do	1	1	1	0	0	1	1	0	1
aboliese	abolish	-1	1	-1	-1	1	1	1	-1	1
planean	plan	1	1	1	1	1	1	1	0	1
telefoneó	telephone	1	1	1	1	1	1	1	1	1
vaivén-	go	0	0	0	0	0	0	1	0	0
solidarios	show	1	1	1	0	1	0	1	0	0
imagínese	imagine	0	0	0	0	0	0	1	0	0
reinstaura	restore	1	1	1	1	0	1	1	1	1
brotado	stem	0	0	-1	0	1	1	1	0	0
enfocarse	be	0	1	0	0	0	0	1	0	1
reinstaure	restore	1	1	1	1	0	1	1	1	1
roadmap	map	0	0	0	0	0	1	1	0	1
destinataria	target	0	0	0	1	0	0	0	0	0
agradecerán	thank	1	1	1	1	1	1	1	1	1
cuestionarios	send	1	1	1	0	1	1	1	0	1
yugoslava	do	1	1	1	0	0	1	1	0	1
intermediarios	credit	1	0	1	1	1	1	1	1	1
tocaran	be	0	1	0	0	0	0	1	0	1
formados	train	1	1	1	1	1	1	1	1	1
planear	plan	1	1	1	1	1	1	1	0	1
acercarnos	bring	0	0	1	1	0	0	1	0	0
destinatario	target	0	0	0	1	0	0	0	0	0
absueltos	acquit	0	0	0	1	0	1	1	1	1
ahorrarnos	save	1	1	1	1	0	1	1	1	1
participaba	involve	0	0	0	0	1	1	1	0	0
consultamos	consult	1	1	1	1	1	1	1	1	1
accedo	be	0	1	0	0	0	0	1	0	1
romperse	break	0	0	-1	-1	1	1	1	0	1
Estrasburgo-	term	1	1	0	1	1	1	0	0	0
desarrollaré	develop	0	1	0	1	0	0	1	0	0
buscase	can	0	0	0	0	0	1	1	0	1
modifique	change	0	1	0	1	0	1	1	0	1
tramitadas	deal	0	0	0	0	0	0	0	0	0
repetitivas	repeat	0	1	0	1	0	1	1	0	0
aliviaremos	ease	0	1	0	1	0	1	1	0	1
approach	approach	0	1	1	0	1	1	1	0	1
encerrando	be	0	1	0	0	0	0	1	0	1
ampara-	provide	1	1	1	1	1	1	1	0	1
proponiéndonos	propose	0	1	1	1	0	0	1	0	1
reemplazar	replace	0	1	0	0	1	1	1	0	1
compartir	share	1	1	1	0	1	1	1	0	1
subscribió	sign	0	0	1	1	1	1	1	0	1
destilación	intend	0	0	0	1	0	1	1	0	1
interesarles	have	1	1	1	0	0	1	1	0	1
definiremos	define	0	0	0	1	1	1	1	0	0
calóricas	be	0	1	0	0	0	0	1	0	1
originaba	rise	1	1	0	1	0	1	1	0	0
erradicarlos	clear	0	1	1	1	1	1	1	0	1
alimentarios	eat	0	1	1	-1	1	1	1	0	1
reemplazan	replace	0	1	0	0	1	1	1	0	1
vedas	ban	0	-1	-1	-1	0	1	1	0	0
vedar	prohibit	0	0	-1	-1	0	0	1	0	0
momento–	time	0	0	1	0	1	0	1	0	1
contemplada	cover	0	0	0	1	1	1	1	0	0
irregular	stay	0	0	1	1	1	0	1	0	0
aferraban	cling	0	0	0	0	0	1	1	0	0
espía	spy	0	0	0	0	0	1	1	0	1
Dispénsenos	rid	0	0	0	0	0	0	1	0	1
librecambista	free	1	1	1	1	1	1	1	1	1
suscitaron	give	0	1	1	0	0	0	1	0	1
Karen	border	0	0	0	0	0	0	0	0	0
subsanen	make	0	0	0	1	0	0	1	0	0
costaron	cost	0	-1	0	0	0	0	1	-1	0
demuestran-	show	1	1	1	0	1	0	1	0	0
delimitarse	be	0	1	0	0	0	0	1	0	1
dificultamos	make	0	0	0	1	0	0	1	0	0
recrudecida	escalate	0	-1	0	-1	0	0	1	0	0
desaprovechen	waste	0	-1	0	-1	-1	1	1	0	-1
contables	account	0	0	0	0	0	1	1	0	0
Brittan	handle	0	1	0	1	0	1	1	0	1
molestaría	annoy	0	-1	0	-1	0	1	0	-1	0
cauciones	adopt	1	1	1	1	1	1	1	0	1
minará	undermine	0	-1	0	-1	0	1	0	0	0
negociando	negotiate	1	1	1	1	1	1	1	0	1
trust	trust	1	1	1	1	1	1	1	1	1
desplegará	be	0	1	0	0	0	0	1	0	1
ordenaría	instruct	1	1	1	1	1	1	1	1	1
asentimiento	consent	0	1	0	1	1	1	1	1	1
aviación	air	0	0	0	-1	0	1	0	0	0
hallarnos	be	0	1	0	0	0	0	1	0	1
cronológico	time	0	0	1	0	1	0	1	0	1
formulara	formulate	1	1	1	1	1	1	1	0	1
expiatorio	make	0	0	0	1	0	0	1	0	0
entone	be	0	1	0	0	0	0	1	0	1
contrariedad	annoy	0	-1	0	-1	0	1	0	-1	0
entona	play	1	1	1	1	1	1	1	0	1
proscrita	outlaw	-1	1	-1	-1	1	1	1	0	1
submarino	need	0	1	1	0	0	1	1	0	0
decepcionantes	disappoint	0	-1	0	-1	0	1	0	-1	-1
planificar	plan	1	1	1	1	1	1	1	0	1
reforzaban	strengthen	1	1	0	1	0	1	1	1	0
avisará	like	1	1	1	1	0	1	1	1	1
implicamos	involve	0	0	0	0	1	1	1	0	0
perdonará	forgive	1	1	1	1	1	1	1	1	1
Barroso–	perform	0	0	1	0	1	1	1	0	1
susceptibles	be	0	1	0	0	0	0	1	0	1
desconcertante	puzzle	0	0	0	-1	1	1	1	0	0
Alemana	strike	1	1	0	0	0	1	1	0	0
surte	have	1	1	1	0	0	1	1	0	1
surta	have	1	1	1	0	0	1	1	0	1
poderío	power	1	0	0	0	0	0	1	0	1
eslabones	link	1	1	1	1	1	1	1	0	0
fuel-oil	fuel	0	0	0	1	1	1	1	0	1
combinadas	combine	1	1	1	1	1	1	1	0	1
TACIS	name	0	1	1	1	1	1	1	0	1
reforzarían	strengthen	1	1	0	1	0	1	1	1	0
directores	head	1	0	1	1	1	1	1	0	1
enriquecido	enrich	1	1	1	1	1	1	1	1	1
sospechosas	suspect	-1	0	-1	0	-1	-1	1	0	-1
provocativa	notice	1	1	1	0	1	1	1	0	0
reforzase	strengthen	1	1	0	1	0	1	1	1	0
perdonar-	ban	0	-1	-1	-1	0	1	1	0	0
ejercitan	exercise	1	1	1	1	1	1	1	0	1
definitiva--	fund	1	1	1	1	1	1	1	0	1
experta	hold	0	1	1	1	1	1	1	0	1
experto	experience	0	1	-1	0	-1	0	1	0	-1
provocativo	cry	0	1	0	0	-1	0	1	0	-1
anodino	do	1	1	1	0	0	1	1	0	1
imputación	charge	-1	0	0	-1	1	1	1	-1	1
exterior	rest	1	1	1	1	1	1	1	0	1
ejercitar	exercise	1	1	1	1	1	1	1	0	1
desautorización	undermine	0	-1	0	-1	0	1	0	0	0
desplegara	deploy	0	0	0	0	1	1	1	0	1
-al	go	0	0	0	0	0	0	1	0	0
valoramos	value	1	1	1	1	0	1	1	1	1
enriquecida	enrich	1	1	1	1	1	1	1	1	1
encaró	be	0	1	0	0	0	0	1	0	1
hambrientas	starve	0	-1	-1	-1	0	1	0	-1	1
situarán	be	0	1	0	0	0	0	1	0	1
deudores	owe	0	0	-1	0	-1	0	1	0	-1
formulará	be	0	1	0	0	0	0	1	0	1
mortecinas	die	0	1	0	-1	-1	1	1	0	-1
aceleren	speed	1	1	0	1	0	1	1	0	0
estructuralmente	structure	1	1	0	1	1	1	1	0	0
formularé	make	0	0	0	1	0	0	1	0	0
sermoneando	lecture	0	1	1	1	1	1	1	0	1
atestiguarlo-	testify	0	1	0	0	0	1	1	0	1
descifrar	decipher	0	1	0	0	1	1	1	0	1
velara	look	0	1	1	0	0	0	1	0	1
bianual	present	1	1	1	1	1	1	1	0	1
imprecisos	lack	0	0	0	0	-1	1	1	0	-1
desenterrar	dig	0	0	0	0	0	0	1	0	0
presencia	present	1	1	1	1	1	1	1	0	1
extenderían	extend	0	1	1	1	1	1	1	0	1
portar	carry	0	1	1	0	0	1	1	0	0
portas	down	0	0	0	0	0	0	1	0	0
asistenciales	care	1	1	1	1	0	1	1	0	1
insisten	insist	0	0	1	0	0	1	1	0	1
portal	single	0	0	0	-1	0	0	1	0	0
sindicatos	trade	0	1	1	1	1	1	1	0	1
portan	carry	0	1	1	0	0	1	1	0	0
impedirnos	prevent	0	0	0	-1	0	1	1	-1	0
récords	record	1	1	1	1	1	1	1	0	1
ampliarían	extend	0	1	1	1	1	1	1	0	1
1.900	total	0	0	0	0	0	1	1	0	0
construyamos	build	1	1	1	1	1	1	1	0	1
reiterando	reiterate	0	1	0	1	1	1	1	0	0
alarma	alarm	0	0	0	-1	0	1	1	-1	0
omita	omit	0	0	-1	0	1	1	1	0	0
magistratura	work	1	1	1	1	0	1	1	0	1
adoleciendo	suffer	-1	1	-1	0	-1	-1	1	0	-1
vigas	beam	0	0	0	-1	0	0	-1	0	0
esquilmación	further	1	1	1	1	0	1	1	0	1
planificación-	plan	1	1	1	1	1	1	1	0	1
visualizar	see	1	1	1	1	1	1	1	0	1
licitaciones	contract	-1	0	-1	0	-1	-1	1	0	-1
discrepen	disagree	0	0	0	1	0	1	1	0	1
críticas-	be	0	1	0	0	0	0	1	0	1
caluroso	warm	1	1	0	1	0	1	1	1	0
percibirse	be	0	1	0	0	0	0	1	0	1
asegurarán	secure	0	0	1	1	1	1	1	0	1
divulgará	be	0	1	0	0	0	0	1	0	1
ocasiones–	time	0	0	1	0	1	0	1	0	1
excesivamente	be	0	1	0	0	0	0	1	0	1
inmovilizadas	run	0	1	1	1	1	1	1	0	1
lámparas	light	0	1	1	1	0	1	1	0	1
cursan	study	1	0	1	1	1	1	1	0	1
cofradías	process	0	0	1	1	1	1	1	0	0
dictará	dictate	0	1	0	1	0	1	1	0	1
cursar	study	1	0	1	1	1	1	1	0	1
defenderían	be	0	1	0	0	0	0	1	0	1
complementarlos	complement	1	1	0	1	1	1	-1	0	0
velemos	let	0	0	0	1	-1	0	1	0	0
-felicito	congratulate	1	1	1	1	1	1	1	1	1
trasplantan	trace	0	1	0	0	1	0	1	0	1
Loyola	push	0	0	-1	-1	0	1	1	-1	0
medían	measure	0	1	0	0	0	0	1	0	1
trasplantar	transplant	0	1	0	1	0	1	1	0	1
verdes-	aim	0	0	0	1	1	0	1	0	1
5a	doubt	0	0	-1	-1	0	1	1	0	-1
tolerable	can	0	0	0	0	0	1	1	0	1
5b	assist	1	1	1	1	1	1	1	1	1
coactiva	force	0	0	0	-1	0	1	0	-1	0
precisiones	detail	0	0	0	1	0	0	1	0	0
influyen	influence	0	0	0	0	0	1	1	0	0
civilización	term	1	1	0	1	1	1	0	0	0
concretaría	be	0	1	0	0	0	0	1	0	1
culturas	preserve	1	1	1	1	0	1	1	0	1
escuchas	tap	0	1	0	0	0	1	1	0	0
cultural	own	0	1	1	1	1	1	1	0	1
tamaña	scale	0	0	0	0	0	0	1	0	0
Desde	be	0	1	0	0	0	0	1	0	1
tranquilizarnos	reassure	1	1	1	1	0	1	1	1	1
felicitándoles	congratulate	1	1	1	1	1	1	1	1	1
tamaño	scale	0	0	0	0	0	0	1	0	0
solidificar	solidify	1	1	0	1	0	1	1	0	1
enriquecería	enrich	1	1	1	1	1	1	1	1	1
dosis-efectos	need	0	1	1	0	0	1	1	0	0
aproximativos	be	0	1	0	0	0	0	1	0	1
enviáramos	send	1	1	1	0	1	1	1	0	1
55	age	0	0	0	-1	0	1	1	0	0
54	attach	0	0	1	1	1	1	1	0	0
separó	separate	0	0	0	-1	0	1	1	-1	0
conciban	devise	1	1	1	1	1	1	1	0	1
50	halve	0	0	0	-1	1	1	1	0	0
recurriesen	do	1	1	1	0	0	1	1	0	1
chocamos	come	0	1	0	0	0	0	1	0	0
debilitarlos	weaken	0	-1	0	-1	0	1	0	-1	0
zoos	try	0	1	1	0	1	1	1	0	0
institucionaliza	do	1	1	1	0	0	1	1	0	1
cocido	cook	0	1	0	1	1	1	1	0	1
previne	warn	0	1	0	1	0	1	1	0	0
propagadoras	oblige	1	1	1	1	0	1	1	1	0
familiarizarme	become	0	0	0	0	0	0	1	0	0
modificarlos	change	0	1	0	1	0	1	1	0	1
divulgara	disclose	0	0	0	0	0	1	1	0	0
gerente	manage	1	1	1	1	1	1	1	0	1
Pueblo	work	1	1	1	1	0	1	1	0	1
rodaje	test	0	1	1	0	1	1	1	0	1
Nordwijk	constitute	1	1	1	1	1	1	1	1	1
influir	influence	0	0	0	0	0	1	1	0	0
plurilingüismo	accord	1	0	0	1	0	1	1	0	1
minimizadas	be	0	1	0	0	0	0	1	0	1
inclinarnos	move	0	0	0	1	0	1	1	0	0
ahogada	drown	0	-1	-1	-1	0	1	0	-1	0
invitábamos	invite	1	1	1	1	1	1	1	1	1
Piensan	think	0	0	1	1	1	1	1	1	0
valorizaría	value	1	1	1	1	0	1	1	1	1
encajarla	face	0	0	0	0	1	1	1	0	1
tozudez	desire	1	1	1	1	0	1	1	1	1
organizara	organize	0	0	1	1	1	1	1	0	1
pagaríamos	pay	0	0	-1	0	0	-1	1	0	-1
bordear	border	0	0	0	0	0	0	0	0	0
ultravioleta	see	1	1	1	1	1	1	1	0	1
everything	represent	0	1	0	1	0	1	1	0	0
bordean	border	0	0	0	0	0	0	0	0	0
SRAS	pass	0	1	0	0	0	1	1	0	0
saltó	jump	0	0	0	0	1	0	1	-1	1
provocaremos	have	1	1	1	0	0	1	1	0	1
aprobarlos	approve	1	1	1	1	1	1	1	0	1
drenaje	drain	0	0	0	0	1	1	1	0	0
desvirtúen	term	1	1	0	1	1	1	0	0	0
redistribuyendo	carry	0	1	1	0	0	1	1	0	0
persiguieron	seek	1	1	1	1	1	1	1	0	1
299.	be	0	1	0	0	0	0	1	0	1
reaccionará	react	0	0	0	0	0	0	1	0	0
criticables	be	0	1	0	0	0	0	1	0	1
encomendados	give	0	1	1	0	0	0	1	0	1
denominaría	call	0	0	1	1	0	1	1	0	1
reprimirlas	down	0	0	0	0	0	0	1	0	0
distribuyesen	distribute	1	1	1	0	1	1	1	0	1
fabricarlo	manufacture	1	1	1	1	1	1	1	0	1
amor	love	1	1	1	1	1	1	1	1	1
reconoce-	recognize	0	1	0	0	0	1	1	0	0
separación	separate	0	0	0	-1	0	1	1	-1	0
adherencia	grip	0	0	0	0	0	1	1	0	0
ingesta	eat	0	1	1	-1	1	1	1	0	1
agradecezco	thank	1	1	1	1	1	1	1	1	1
expliqué	explain	1	1	0	1	0	1	1	0	1
atisbar	preserve	1	1	1	1	0	1	1	0	1
fijase	set	0	0	1	1	1	1	1	0	1
recelar	be	0	1	0	0	0	0	1	0	1
corresponderles	lie	0	0	0	0	0	1	1	0	0
doblegar	make	0	0	0	1	0	0	1	0	0
total-	total	0	0	0	0	0	1	1	0	0
Gomes	complicate	0	-1	0	-1	0	1	0	0	0
plus	value	1	1	1	1	0	1	1	1	1
refuerza	strengthen	1	1	0	1	0	1	1	1	0
escalonarse	be	0	1	0	0	0	0	1	0	1
separa	separate	0	0	0	-1	0	1	1	-1	0
yacimiento	account	0	0	0	0	0	1	1	0	0
instarlas	urge	1	1	1	1	0	1	1	1	1
devolveremos	back	1	1	1	1	1	1	1	1	1
ganándonos	win	1	1	1	1	1	1	1	0	1
emplearon	be	0	1	0	0	0	0	1	0	1
agradecimiento	thank	1	1	1	1	1	1	1	1	1
desestimen	intend	0	0	0	1	0	1	1	0	1
procesarlos	process	0	0	1	1	1	1	1	0	0
filtraciones	leak	0	0	0	0	0	1	-1	0	0
reorientemos	word	0	1	0	0	0	0	1	0	0
plagados	plague	0	-1	0	-1	0	1	-1	-1	0
compartían	share	1	1	1	0	1	1	1	0	1
Schaffner	look	0	1	1	0	0	0	1	0	1
requeriría	require	0	1	1	0	1	1	1	0	0
Generales	meet	0	1	1	1	1	1	1	0	1
echemos	let	0	0	0	1	-1	0	1	0	0
letargo	sleep	0	1	0	0	1	1	1	0	1
lucubraciones	delete	0	0	-1	-1	0	1	1	0	1
reactivos	order	0	0	0	-1	0	0	1	0	0
guardias	guard	1	1	1	1	0	1	1	1	1
existen	be	0	1	0	0	0	0	1	0	1
contravenciones	breach	0	-1	0	-1	0	1	1	-1	0
frustrar	frustrate	0	-1	0	-1	0	1	0	-1	0
fascinantes	fascinate	0	-1	0	-1	0	1	0	-1	0
confundía	confuse	0	0	0	-1	0	1	1	-1	0
frustran	frustrate	0	-1	0	-1	0	1	0	-1	0
Peled	engage	0	0	0	1	1	1	1	0	1
instaré	urge	1	1	1	1	0	1	1	1	1
practiquen	carry	0	1	1	0	0	1	1	0	0
resentimientos	create	1	1	0	1	1	1	1	0	0
encarrile	roll	0	0	1	0	0	0	1	0	1
precolonial	control	1	0	1	0	1	1	1	0	1
componía	consist	0	0	0	0	0	0	-1	0	0
estimaban	feel	1	1	1	0	0	0	1	0	1
Coûteaux	express	-1	0	0	0	1	0	1	0	0
domésticos	care	1	1	1	1	0	1	1	0	1
Pobre	help	1	1	0	1	0	1	1	1	0
equipamos	equip	1	1	1	1	1	1	1	1	1
subsidio	benefit	1	1	0	1	1	1	1	1	1
propinar	look	0	1	1	0	0	0	1	0	1
difundidas	broadcast	0	0	0	1	1	1	1	0	1
ADN	do	1	1	1	0	0	1	1	0	1
populismo	desire	1	1	1	1	0	1	1	1	1
exhortó	urge	1	1	1	1	0	1	1	1	1
ADI	weigh	0	0	0	0	0	0	1	0	0
Sureste	have	1	1	1	0	0	1	1	0	1
perpetra	perpetrate	0	0	-1	-1	0	1	1	0	1
perpetre	perpetrate	0	0	-1	-1	0	1	1	0	1
existe-	exist	1	1	1	0	1	0	1	0	1
Tetovo	load	0	0	0	1	1	0	1	0	0
identificó	identify	0	0	-1	0	0	1	1	0	0
alemán	can	0	0	0	0	0	1	1	0	1
estorbar	disturb	1	-1	0	-1	0	1	0	-1	0
actuáramos	act	0	0	0	0	0	0	1	0	0
deparar	pay	0	0	-1	0	0	-1	1	0	-1
estorban	hinder	0	-1	0	-1	0	1	0	-1	0
inspirándome	be	0	1	0	0	0	0	1	0	1
asistiremos	see	1	1	1	1	1	1	1	0	1
nuca	back	1	1	1	1	1	1	1	1	1
señalemos	point	0	0	0	0	1	0	1	0	0
Vista	do	1	1	1	0	0	1	1	0	1
buscarlos	look	0	1	1	0	0	0	1	0	1
Granada	can	0	0	0	0	0	1	1	0	1
descartado	rule	1	1	1	1	1	1	1	0	1
menoscabadas	undermine	0	-1	0	-1	0	1	0	0	0
descartada	rule	1	1	1	1	1	1	1	0	1
intereuropea	increase	1	1	0	1	0	1	1	0	1
keynesianos	control	1	0	1	0	1	1	1	0	1
dónde	do	1	1	1	0	0	1	1	0	1
Visto	regard	1	1	1	1	1	1	1	1	1
ajustadamente	vote	0	0	0	1	1	1	1	0	0
exceptúa	exempt	0	0	-1	-1	0	0	1	0	0
exceptúe	exempt	0	0	-1	-1	0	0	1	0	0
calificadora	rival	1	1	1	1	1	1	1	1	1
acudirían	be	0	1	0	0	0	0	1	0	1
profundizarán	strengthen	1	1	0	1	0	1	1	1	0
desalentadores	discourage	0	0	-1	-1	0	1	1	-1	0
financiaron	finance	1	1	1	1	1	1	1	0	1
incompletas	complete	1	1	1	1	1	1	1	0	1
examinaremos	examine	1	1	0	1	0	1	1	0	0
Renania	lead	0	1	1	1	1	0	1	0	1
subrayada	underline	0	0	0	1	0	1	1	0	0
Lehne	report	0	0	-1	1	0	0	1	0	-1
hundida	down	0	0	0	0	0	0	1	0	0
llueve	rain	0	-1	0	-1	0	0	1	0	1
intempestiva	cut	0	0	0	-1	0	0	1	0	0
llueva	rain	0	-1	0	-1	0	0	1	0	1
protagonismos	be	0	1	0	0	0	0	1	0	1
tendente	aim	0	0	0	1	1	0	1	0	1
gratificantes	welcome	1	1	1	1	1	1	1	1	1
entrometerme	interfere	0	-1	0	0	0	1	0	0	0
validados	validate	1	1	1	1	1	1	1	0	1
resolvió	resolve	-1	1	0	0	1	-1	1	0	1
posibilitamos	make	0	0	0	1	0	0	1	0	0
cayera	fall	0	0	0	-1	-1	0	1	0	-1
reintroducirlo	attempt	0	0	1	0	1	0	1	0	0
posicionar	position	0	0	0	1	0	1	1	0	0
evolutivo	evolve	0	0	1	1	1	0	1	0	1
'Droits	write	1	1	1	1	1	1	1	0	1
malentendidos–	profit	1	0	1	0	1	1	1	0	1
niegue	refuse	0	0	-1	-1	0	1	1	-1	0
aplauso	welcome	1	1	1	1	1	1	1	1	1
mitigada	mitigate	0	0	0	0	0	0	1	0	0
posicionan	position	0	0	0	1	0	1	1	0	0
mitigado	mitigate	0	0	0	0	0	0	1	0	0
introducir	introduce	1	1	1	1	1	1	1	1	1
notorios	know	1	1	1	0	1	1	1	0	1
siento	be	0	1	0	0	0	0	1	0	1
higiénicas	point	0	0	0	0	1	0	1	0	0
condenemos	condemn	0	0	-1	-1	0	1	1	0	0
garantizaban	guarantee	1	1	1	1	1	1	1	1	1
urbanizar	build	1	1	1	1	1	1	1	0	1
incorporarme	elect	1	1	1	1	1	1	1	1	1
abstuviéramos	refrain	0	1	0	0	0	0	1	0	1
esposado	handcuff	0	-1	-1	-1	0	1	0	-1	0
librería	buy	1	1	1	1	1	1	1	0	1
cooperamos	cooperate	0	1	0	1	1	1	1	0	1
Kohl	like	1	1	1	1	0	1	1	1	1
identifico	identify	0	0	-1	0	0	1	1	0	0
perpetró	carry	0	1	1	0	0	1	1	0	0
detengámonos	let	0	0	0	1	-1	0	1	0	0
importaron	be	0	1	0	0	0	0	1	0	1
Hacen	take	1	1	1	0	1	1	1	0	1
naves	craft	1	1	1	1	1	1	1	0	1
aspirado	aspire	1	1	1	1	1	1	1	0	1
identifica	identify	0	0	-1	0	0	1	1	0	0
surtirá	work	1	1	1	1	0	1	1	0	1
Turmes	owe	0	0	-1	0	-1	0	1	0	-1
administramos	administer	1	1	1	1	0	1	1	0	1
desaprovechamiento	waste	0	-1	0	-1	-1	1	1	0	-1
endurecen	tighten	0	0	0	0	0	1	1	0	0
recrudecerse	escalate	0	-1	0	-1	0	0	1	0	0
organizarlos	be	0	1	0	0	0	0	1	0	1
preveían	provide	1	1	1	1	1	1	1	0	1
rendirles	pay	0	0	-1	0	0	-1	1	0	-1
justificarlos	justify	0	0	1	1	1	1	1	0	1
sociológicos	refuse	0	0	-1	-1	0	1	1	-1	0
recomendando	recommend	1	1	1	1	1	1	1	1	1
sintieran	feel	1	1	1	0	0	0	1	0	1
hunda	collapse	0	0	0	-1	0	1	1	0	0
pedí	ask	0	0	0	0	1	1	1	0	0
endurecer	tighten	0	0	0	0	0	1	1	0	0
secesión	break	0	0	-1	-1	1	1	1	0	1
reaccionemos	react	0	0	0	0	0	0	1	0	0
siderúrgicos	iron	0	0	0	-1	0	1	-1	0	0
magistralmente	fashion	1	0	0	-1	1	0	1	0	1
informado-	inform	1	1	1	1	0	1	1	1	0
descargado	unload	0	0	0	0	1	1	0	0	1
matará	kill	0	-1	-1	-1	-1	1	0	-1	-1
afirmábamos	say	0	0	0	0	0	0	1	0	0
ensuciar	make	0	0	0	1	0	0	1	0	0
recesión	decline	0	0	-1	-1	0	1	1	0	0
asimétrica	shock	0	0	0	-1	0	1	-1	-1	0
hunde	sink	0	0	0	-1	1	0	0	-1	0
sobretodo	enjoy	1	1	1	1	1	1	1	1	1
ensucian	tarnish	0	-1	0	-1	0	1	0	-1	0
Swazilandia	be	0	1	0	0	0	0	1	0	1
transmutación	mind	0	0	1	1	1	1	1	0	1
batallas	battle	0	0	0	-1	1	1	1	0	0
distintivas	distinguish	1	0	0	1	0	1	1	1	0
reducir–	reduce	0	0	0	-1	1	1	1	-1	0
fotógrafo	draw	0	0	1	1	1	1	0	0	0
encarando	face	0	0	0	0	1	1	1	0	1
matizada	qualify	1	1	0	1	0	1	1	1	0
tanteo	continue	1	1	1	1	1	0	1	0	1
Ferri	fit	0	0	1	1	0	1	1	0	1
preguntárselo	ask	0	0	0	0	1	1	1	0	0
matizado	balance	0	1	1	1	0	1	1	0	1
yo–	do	1	1	1	0	0	1	1	0	1
autoasistencia	handle	0	1	0	1	0	1	1	0	1
facilitara	provide	1	1	1	1	1	1	1	0	1
bajaran	down	0	0	0	0	0	0	1	0	0
ganador	win	1	1	1	1	1	1	1	0	1
suscribirán	sign	0	0	1	1	1	1	1	0	1
retirándose	withdraw	0	0	0	-1	0	1	1	0	0
cool	cool	0	0	0	1	0	1	1	0	1
exhausta	exhaust	0	0	0	-1	-1	1	1	0	-1
topamos	be	0	1	0	0	0	0	1	0	1
inactivas	be	0	1	0	0	0	0	1	0	1
425	urge	1	1	1	1	0	1	1	1	1
entendió	understand	1	1	1	1	1	1	1	0	1
suprimiera	remove	-1	1	-1	-1	1	0	1	-1	0
Ejecutivos	issue	0	0	0	1	0	1	1	0	0
anotase	be	0	1	0	0	0	0	1	0	1
suscita	raise	0	0	1	1	0	0	1	0	1
indicaciones	point	0	0	0	0	1	0	1	0	0
informados	inform	1	1	1	1	0	1	1	1	0
Litvinienko	allow	1	1	1	1	0	1	1	1	1
reunieran	meet	0	1	1	1	1	1	1	0	1
obsoleto	date	0	0	1	0	1	0	1	0	1
obsoleta	date	0	0	1	0	1	0	1	0	1
versaba	concern	1	-1	0	-1	0	1	1	-1	0
democráticas-	need	0	1	1	0	0	1	1	0	0
faltarán	be	0	1	0	0	0	0	1	0	1
destináramos	look	0	1	1	0	0	0	1	0	1
regulará	regulate	0	0	0	0	1	1	1	0	1
Acta	record	1	1	1	1	1	1	1	0	1
inicien	start	1	1	1	1	1	1	1	0	1
pulsan	press	0	1	0	-1	0	1	1	-1	0
abolicionistas	become	0	0	0	0	0	0	1	0	0
unía	unite	1	1	0	1	0	1	1	1	0
costeros	lie	0	0	0	0	0	1	1	0	0
Latinoamérica	word	0	1	0	0	0	0	1	0	0
