sv Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
utväxlas	exchange	0	0	1	0	1	0	1	0	0
Charybdis	judge	0	0	-1	-1	1	1	1	-1	0
försent	delay	-1	0	-1	-1	-1	0	1	0	-1
passagerarfartygen	ship	1	0	1	1	0	1	1	0	1
utväxlat	exchange	0	0	1	0	1	0	1	0	0
Ospar-konventionens	increase	1	1	0	1	0	1	1	0	1
bankderivat	be	0	1	0	0	0	0	1	0	1
däremot	hand	1	1	0	1	1	1	1	0	1
likaberättigade	equal	1	1	0	1	0	1	1	0	1
folklig	face	0	0	0	0	1	1	1	0	1
uruselt	increase	1	1	0	1	0	1	1	0	1
förnimmer	sense	0	0	0	0	1	0	1	0	0
skivan	record	1	1	1	1	1	1	1	0	1
enzymer	regard	1	1	1	1	1	1	1	1	1
omstruktureringsproblem	restructure	1	1	0	1	1	1	1	0	1
narkotikamarknaden	market	0	0	0	1	1	1	1	0	1
unna	afford	0	1	0	1	0	1	1	0	1
rättelserna	account	0	0	0	0	0	1	1	0	0
röstberättigad	vote	0	0	0	1	1	1	1	0	0
omskrivs	do	1	1	1	0	0	1	1	0	1
häver	lift	0	0	1	1	0	1	1	0	1
frestar	tempt	0	-1	0	-1	0	1	0	-1	0
frestas	be	0	1	0	0	0	0	1	0	1
bosättarpolitik	require	0	1	1	0	1	1	1	0	0
egensinnigt	be	0	1	0	0	0	0	1	0	1
stödsystem	support	1	1	1	1	0	1	1	1	1
dokusåpor	settle	0	1	0	1	1	1	1	0	1
plussidan	side	0	0	0	0	1	0	1	0	0
festliga	state	0	1	1	1	0	1	1	0	0
undervisnings-	teach	0	1	1	1	1	1	1	0	1
alkoholskador	harm	0	-1	-1	-1	0	1	0	-1	-1
välfunnet	appoint	1	1	1	1	1	1	1	1	1
handelsbalansunderskottet	trade	0	1	1	1	1	1	1	0	1
telekommunikationerna	desire	1	1	1	1	0	1	1	1	1
beslutföra	present	1	1	1	1	1	1	1	0	1
trävaruprodukter	derive	1	1	1	0	1	1	1	0	1
punktskatten	apply	0	1	1	1	1	1	1	0	1
återblickar	back	1	1	1	1	1	1	1	1	1
fördragsändringarna	change	0	1	0	1	0	1	1	0	1
partisystemet	reproduce	0	1	1	1	1	1	1	0	1
fredens	cause	-1	-1	0	0	0	-1	0	0	0
stationsklockan	run	0	1	1	1	1	1	1	0	1
Europadomstolens	implement	1	1	1	1	1	1	1	0	1
flygledarcertifikat	air	0	0	0	-1	0	1	0	0	0
gunst	prevent	0	0	0	-1	0	1	1	-1	0
producentindustrin	enable	1	1	0	1	1	1	1	1	0
försena	delay	-1	0	-1	-1	-1	0	1	0	-1
frukterna	benefit	1	1	0	1	1	1	1	1	1
planning	plan	1	1	1	1	1	1	1	0	1
olaglighet	run	0	1	1	1	1	1	1	0	1
Sommedalen	be	0	1	0	0	0	0	1	0	1
förövades	perpetrate	0	0	-1	-1	0	1	1	0	1
uppsegling	break	0	0	-1	-1	1	1	1	0	1
framtidsperspektiv	view	0	0	0	1	0	1	1	0	0
brukligt	practice	0	0	1	1	0	0	1	0	0
ändrad	change	0	1	0	1	0	1	1	0	1
konglomeratens	wage	0	1	1	1	1	1	1	0	1
integrering	integrate	1	0	0	1	1	1	1	0	0
fabriker	plant	1	1	1	1	1	1	1	0	1
antagits	adopt	1	1	1	1	1	1	1	0	1
projektera	project	0	0	1	1	1	1	1	0	1
momsreform	reform	1	1	0	1	0	1	1	0	1
inramning	set	0	0	1	1	1	1	1	0	1
lira	vote	0	0	0	1	1	1	1	0	0
ökningarna	increase	1	1	0	1	0	1	1	0	1
lire	sell	0	0	0	0	1	1	1	0	1
immaterialrättsligt	force	0	0	0	-1	0	1	0	-1	0
dyra	be	0	1	0	0	0	0	1	0	1
klarheten	prevent	0	0	0	-1	0	1	1	-1	0
alienerar	alienate	1	-1	0	-1	0	1	0	-1	1
klimatpaketet	package	0	0	0	1	1	0	1	0	1
föstördes	emerge	1	1	0	0	0	1	1	0	1
transportministrarna	transport	0	1	0	1	1	1	1	0	0
flygsäkerhetstjänster	control	1	0	1	0	1	1	1	0	1
fullkomliga	perfect	1	1	1	1	1	1	1	0	1
örter	harvest	1	1	1	1	1	1	1	0	1
klimatforskningen	research	0	-1	1	1	1	1	1	0	1
uppdaterats	update	0	1	0	1	1	1	1	0	1
västligt	do	1	1	1	0	0	1	1	0	1
immaterialrättsliga	afford	0	1	0	1	0	1	1	0	1
ozonnormen	make	0	0	0	1	0	0	1	0	0
fiskevatten	ground	0	0	1	1	1	1	1	0	1
orörd	can	0	0	0	0	0	1	1	0	1
Hamasdominerade	found	1	1	1	1	1	1	1	1	1
byggplatser	build	1	1	1	1	1	1	1	0	1
häktats	be	0	1	0	0	0	0	1	0	1
omdefiniera	create	1	1	0	1	1	1	1	0	0
Penedés	hear	0	1	0	0	1	1	1	0	0
målorienterad	focus	1	1	1	1	0	1	1	0	1
verkningsområdet	incorporate	0	0	1	1	0	1	1	0	1
Őrybetänkandet	report	0	0	-1	1	0	0	1	0	-1
bagage	be	0	1	0	0	0	0	1	0	1
godkännandeförbehåll	meet	0	1	1	1	1	1	1	0	1
röntgenstrålning	involve	0	0	0	0	1	1	1	0	0
röstsamtalspriserna	be	0	1	0	0	0	0	1	0	1
lagrådet	answer	0	1	0	1	0	0	1	0	0
gångbar	court	1	1	1	1	1	1	1	1	1
konventionernas	obstruct	0	0	-1	-1	0	1	0	0	0
insjuknat	fall	0	0	0	-1	-1	0	1	0	-1
grundlagsstadgade	enjoy	1	1	1	1	1	1	1	1	1
insjuknar	fall	0	0	0	-1	-1	0	1	0	-1
skrivit	write	1	1	1	1	1	1	1	0	1
auktorisation	authorize	1	1	1	1	1	1	1	0	1
växlingssystem	exchange	0	0	1	0	1	0	1	0	0
hornen	state	0	1	1	1	0	1	1	0	0
manifesterades	be	0	1	0	0	0	0	1	0	1
biståndsorganisationer	aid	1	1	1	1	0	1	1	1	1
skepparna	be	0	1	0	0	0	0	1	0	1
tillhandahållande	provide	1	1	1	1	1	1	1	0	1
ansåg	consider	1	1	1	1	1	1	1	0	1
Eurotunneln	be	0	1	0	0	0	0	1	0	1
stödmekanismen	support	1	1	1	1	0	1	1	1	1
sedemera	remain	0	0	0	0	0	0	1	0	0
olivodling	grow	1	1	1	1	1	1	1	0	1
finansieringsplanen	plan	1	1	1	1	1	1	1	0	1
telekonferens	process	0	0	1	1	1	1	1	0	0
beklämd	be	0	1	0	0	0	0	1	0	1
finansieringsplaner	plan	1	1	1	1	1	1	1	0	1
planer	plan	1	1	1	1	1	1	1	0	1
McGuinness	apply	0	1	1	1	1	1	1	0	1
bankrutt	go	0	0	0	0	0	0	1	0	0
förakta	despise	0	-1	-1	-1	-1	1	1	1	-1
gränspolisstyrka	border	0	0	0	0	0	0	0	0	0
stödinstrument	support	1	1	1	1	0	1	1	1	1
aktierna	share	1	1	1	0	1	1	1	0	1
gemenskapsakterna	act	0	0	0	0	0	0	1	0	0
besparingar	make	0	0	0	1	0	0	1	0	0
borttagna	eliminate	-1	1	-1	-1	1	-1	1	0	0
spelrum	rein	0	0	0	1	0	1	1	0	0
proportionalitet	be	0	1	0	0	0	0	1	0	1
återförvisningar	request	0	0	1	0	1	1	1	0	1
föräldrapenning	benefit	1	1	0	1	1	1	1	1	1
förhandlingsfas	phase	0	0	0	1	1	0	1	0	0
marknadsföringsförbud	ban	0	-1	-1	-1	0	1	1	0	0
trender	make	0	0	0	1	0	0	1	0	0
spridningskampanj	campaign	0	0	1	1	1	1	1	-1	1
e-juridiken	surround	0	0	-1	0	1	1	1	0	1
ansvarsfrihetens	discharge	0	0	0	-1	0	1	1	0	0
Mellanösternområdet	do	1	1	1	0	0	1	1	0	1
insamlingssystem	contain	0	0	0	0	0	0	1	0	0
berövats	deprive	0	-1	0	-1	0	1	0	-1	0
tanklöst	be	0	1	0	0	0	0	1	0	1
polyvinylklorid	give	0	1	1	0	0	0	1	0	1
skattenivåer	level	0	1	1	1	1	0	1	0	1
socialdemokraternas	express	-1	0	0	0	1	0	1	0	0
pensioner	fund	1	1	1	1	1	1	1	0	1
överträdelseförfaranden	pursue	0	1	1	0	0	1	1	0	1
ledarfigurer	figure	0	0	0	0	0	0	0	0	0
sakliggöra	deal	0	0	0	0	0	0	0	0	0
överträdelseförfarandet	process	0	0	1	1	1	1	1	0	0
vatteninitiativet	water	0	-1	0	-1	0	1	1	0	1
alkoholfrågor	relate	0	1	1	1	0	1	1	0	1
tillståndsförfaranden	license	0	1	1	1	1	1	1	0	1
skämde	bring	0	0	1	1	0	0	1	0	0
Morillon-betänkandet	report	0	0	-1	1	0	0	1	0	-1
mediarapporter	report	0	0	-1	1	0	0	1	0	-1
ungdomsidrott	sport	1	0	1	1	1	1	1	0	1
upphovsrättsinnehavare	be	0	1	0	0	0	0	1	0	1
oljekoncernerna	time	0	0	1	0	1	0	1	0	1
dieselmotor	exhaust	0	0	0	-1	-1	1	1	0	-1
svarade	reply	0	0	0	0	0	1	1	0	0
marknadschanser	market	0	0	0	1	1	1	1	0	1
filmstjärnor	star	1	1	1	1	1	1	1	0	1
svårbehandlade	print	1	0	1	0	1	0	1	0	1
konkursansökan	petition	1	0	1	1	1	1	1	0	1
round	round	0	0	0	0	1	0	1	0	0
bördefördelningen	burden	0	-1	-1	-1	-1	0	1	0	-1
forskningspolitik	research	0	-1	1	1	1	1	1	0	1
Ebro	transfer	0	0	0	0	0	1	1	0	0
blygsammare	be	0	1	0	0	0	0	1	0	1
perspektiv	view	0	0	0	1	0	1	1	0	0
rabatterad	opt	1	1	1	0	1	1	1	0	1
-konceptet	be	0	1	0	0	0	0	1	0	1
miljökriterierna	defer	0	0	0	-1	0	1	1	0	0
undantagsstöd	be	0	1	0	0	0	0	1	0	1
BSE-rapporterna	intend	0	0	0	1	0	1	1	0	1
mullornas	be	0	1	0	0	0	0	1	0	1
benämns	be	0	1	0	0	0	0	1	0	1
Köpenhamnsvillkoren	accord	1	0	0	1	0	1	1	0	1
kapar	cut	0	0	0	-1	0	0	1	0	0
kapas	hijack	0	-1	-1	-1	1	1	0	-1	1
synen	view	0	0	0	1	0	1	1	0	0
förklädd	disguise	0	0	-1	0	0	0	1	0	1
prissamverkan	price	0	0	1	1	1	0	1	0	1
lagrum	down	0	0	0	0	0	0	1	0	0
landtrafiken	land	0	0	1	0	0	1	1	0	1
misslyckas	fail	0	0	-1	-1	-1	0	1	-1	-1
avfallsproblemen	waste	0	-1	0	-1	-1	1	1	0	-1
stödbelopp	aid	1	1	1	1	0	1	1	1	1
västeuropéerna	shelter	0	0	0	0	0	0	1	0	0
rätats	be	0	1	0	0	0	0	1	0	1
debattfråga	debate	0	1	0	1	1	1	1	0	0
profileringen	brand	0	0	0	1	1	0	1	0	1
syner	sight	0	0	0	0	1	1	1	0	0
synes	seem	0	0	0	0	0	-1	0	0	0
miss	flaw	0	0	0	0	0	1	1	0	0
rygg	back	1	1	1	1	1	1	1	1	1
underordnandet	maintain	1	0	1	1	0	1	1	0	1
lufttransportkostnaderna	down	0	0	0	0	0	0	1	0	0
homogenitet	term	1	1	0	1	1	1	0	0	0
insideraffärer	deal	0	0	0	0	0	0	0	0	0
övertygande	convince	1	0	0	1	0	1	1	0	1
legaliteten	enjoy	1	1	1	1	1	1	1	1	1
Grelierbetänkandet	report	0	0	-1	1	0	0	1	0	-1
tillstyrks	approve	1	1	1	1	1	1	1	0	1
tillstyrkt	have	1	1	1	0	0	1	1	0	1
stödmekanismer	support	1	1	1	1	0	1	1	1	1
halvår	term	1	1	0	1	1	1	0	0	0
avstängs	disconnect	0	0	0	-1	0	0	1	0	0
deponierna	enable	1	1	0	1	1	1	1	1	0
vallmoodlingen	grow	1	1	1	1	1	1	1	0	1
tillstyrka	support	1	1	1	1	0	1	1	1	1
förpliktelserna	derive	1	1	1	0	1	1	1	0	1
förhandlingsrundan	round	0	0	0	0	1	0	1	0	0
majoritets-	can	0	0	0	0	0	1	1	0	1
isländska	represent	0	1	0	1	0	1	1	0	0
tvunget	have	1	1	1	0	0	1	1	0	1
genomförandenivån	level	0	1	1	1	1	0	1	0	1
nominerad	nominate	1	1	1	1	1	1	1	1	1
oslagbart	be	0	1	0	0	0	0	1	0	1
slovakerna	lie	0	0	0	0	0	1	1	0	0
maskineri	place	0	0	1	1	1	1	1	0	1
granskningarna	review	0	0	0	1	0	1	1	0	0
avelsdjur	breed	-1	-1	0	1	0	0	0	0	0
brandövningen	fire	0	0	1	0	1	0	1	0	1
antydan	hint	0	0	0	0	0	0	1	0	0
passioner	note	0	0	0	0	0	0	1	0	0
synlig	play	1	1	1	1	1	1	1	0	1
upptecknas	be	0	1	0	0	0	0	1	0	1
antydas	suggest	1	1	1	1	0	1	1	0	1
nominerat	nominate	1	1	1	1	1	1	1	1	1
2131	be	0	1	0	0	0	0	1	0	1
marknadstillgång	market	0	0	0	1	1	1	1	0	1
Erika-paket	package	0	0	0	1	1	0	1	0	1
ramvillkoren	create	1	1	0	1	1	1	1	0	0
icke-lagstiftande	allow	1	1	1	1	0	1	1	1	1
giftlager	poison	0	-1	-1	-1	0	1	0	-1	1
huvudåtgärder	measure	0	1	0	0	0	0	1	0	1
läggs	be	0	1	0	0	0	0	1	0	1
tidsbegränsningar	time	0	0	1	0	1	0	1	0	1
audiovisuell	regard	1	1	1	1	1	1	1	1	1
förhalande	delay	-1	0	-1	-1	-1	0	1	0	-1
m.m.	like	1	1	1	1	0	1	1	1	1
forskarutbyte	research	0	-1	1	1	1	1	1	0	1
gottgörelse	remedy	0	0	0	0	0	0	1	0	1
föränderliga	change	0	1	0	1	0	1	1	0	1
återskapande	be	0	1	0	0	0	0	1	0	1
Turchis	dim	0	0	0	-1	0	0	1	0	0
utbildningsväsendet	average	0	1	0	0	0	1	1	0	1
lägga	present	1	1	1	1	1	1	1	0	1
markanta	mark	0	1	0	0	0	1	1	0	0
utvecklingsstödet	aid	1	1	1	1	0	1	1	1	1
Lambertbetänkandet	report	0	0	-1	1	0	0	1	0	-1
vitlöken	be	0	1	0	0	0	0	1	0	1
Hercegovina	consider	1	1	1	1	1	1	1	0	1
föränderligt	change	0	1	0	1	0	1	1	0	1
informationstjänster	provide	1	1	1	1	1	1	1	0	1
bäddas	be	0	1	0	0	0	0	1	0	1
bäddar	make	0	0	0	1	0	0	1	0	0
påhejade	be	0	1	0	0	0	0	1	0	1
bäddat	pave	1	1	0	1	1	0	1	0	0
etsat	become	0	0	0	0	0	0	1	0	0
doktriner	do	1	1	1	0	0	1	1	0	1
Thoenes	be	0	1	0	0	0	0	1	0	1
bakom	support	1	1	1	1	0	1	1	1	1
körkortskommitté	make	0	0	0	1	0	0	1	0	0
lagstiftningsarbetet	work	1	1	1	1	0	1	1	0	1
luftfartssystemet	transport	0	1	0	1	1	1	1	0	0
moltiger	forward	1	1	0	1	1	1	1	0	1
vinstens	profit	1	0	1	0	1	1	1	0	1
medeltemperaturen	average	0	1	0	0	0	1	1	0	1
målområde	target	0	0	0	1	0	0	0	0	0
målmedvetenhet	sense	0	0	0	0	1	0	1	0	0
förbättringsförslag	propose	0	1	1	1	0	0	1	0	1
avgiftssänkningar	be	0	1	0	0	0	0	1	0	1
borrningen	drill	0	1	0	1	1	1	1	0	1
kollektivet	word	0	1	0	0	0	0	1	0	0
utsläppskällorna	be	0	1	0	0	0	0	1	0	1
livsmedelstillgång	supply	0	0	1	1	1	1	1	0	1
förskjutning	shift	0	0	0	0	1	0	1	0	0
jour	call	0	0	1	1	0	1	1	0	1
bötesnivåerna	fine	0	1	1	1	1	1	1	1	1
liberalismen	can	0	0	0	0	0	1	1	0	1
livstids	commute	0	1	1	0	1	1	1	0	1
visstidsavtal	contract	-1	0	-1	0	-1	-1	1	0	-1
åsyn	fly	0	1	1	0	0	0	1	0	1
lik	like	1	1	1	1	0	1	1	1	1
lit	hope	1	1	1	1	0	0	1	0	1
forskarflykten	drain	0	0	0	0	1	1	1	0	0
liv	live	1	1	1	1	1	1	1	0	1
tilldelningsskedet	award	1	1	1	1	0	1	1	0	1
Galileo	project	0	0	1	1	1	1	1	0	1
avstängd	be	0	1	0	0	0	0	1	0	1
TV-program	broadcast	0	0	0	1	1	1	1	0	1
Kenan	be	0	1	0	0	0	0	1	0	1
hänsköt	refer	1	1	1	1	0	1	1	1	1
kanonerna	gun	0	0	0	0	0	1	1	-1	0
energiproblemen	found	1	1	1	1	1	1	1	1	1
anspelningen	remark	0	0	0	0	0	1	1	-1	1
m.a.o.	word	0	1	0	0	0	0	1	0	0
idrottsfrågor	sport	1	0	1	1	1	1	1	0	1
uppslutning	support	1	1	1	1	0	1	1	1	1
nedskriven	ask	0	0	0	0	1	1	1	0	0
vattenområdet	water	0	-1	0	-1	0	1	1	0	1
talmanskonferensens	lead	0	1	1	1	1	0	1	0	1
domar	sentence	-1	1	-1	-1	0	1	1	-1	0
interventionens	term	1	1	0	1	1	1	0	0	0
EUF-medel	fund	1	1	1	1	1	1	1	0	1
dialogkultur	advise	1	1	1	1	0	1	1	1	1
stadfäster	confirm	1	1	1	1	1	1	1	0	1
stadfästes	be	0	1	0	0	0	0	1	0	1
blunda	blind	0	0	-1	-1	0	1	1	0	0
energiproblemet	stir	1	1	1	1	0	1	1	0	1
tankning	refuel	0	0	0	0	1	1	0	0	1
makthavande	power	1	0	0	0	0	0	1	0	1
barbarisk	act	0	0	0	0	0	0	1	0	0
familjefar	father	1	1	0	1	1	1	1	0	1
schemalagt	schedule	1	1	1	1	1	1	1	0	1
riskabel	risk	-1	0	-1	0	-1	0	1	0	-1
299.2	provide	1	1	1	1	1	1	1	0	1
Garganibetänkandet	report	0	0	-1	1	0	0	1	0	-1
olägligt	be	0	1	0	0	0	0	1	0	1
tidsperioden	time	0	0	1	0	1	0	1	0	1
Readbetänkandet	report	0	0	-1	1	0	0	1	0	-1
arbetstagarorganisationer	trade	0	1	1	1	1	1	1	0	1
valmöten	rally	1	0	0	1	1	1	1	0	1
tidsperioder	time	0	0	1	0	1	0	1	0	1
budgetera	do	1	1	1	0	0	1	1	0	1
clean	clean	0	1	1	1	0	0	1	0	1
åldersgruppen	age	0	0	0	-1	0	1	1	0	0
kunskap	understand	1	1	1	1	1	1	1	0	1
enkelheten	ease	0	1	0	1	0	1	1	0	1
vägbankar	follow	0	0	1	1	1	1	1	0	1
Kinnocks	can	0	0	0	0	0	1	1	0	1
marknadsaspekter	market	0	0	0	1	1	1	1	0	1
sammanhållningsprocessen	process	0	0	1	1	1	1	1	0	0
onsdagen	sit	0	0	0	0	0	0	0	0	0
ensamt	own	0	1	1	1	1	1	1	0	1
konsumtionsminskningen	fall	0	0	0	-1	-1	0	1	0	-1
argumentationslinjerna	group	0	0	0	1	1	0	1	0	1
miljöförslag	make	0	0	0	1	0	0	1	0	0
arbetslöshetsunderstöd	benefit	1	1	0	1	1	1	1	1	1
hätska	batter	0	-1	1	1	0	1	0	-1	1
it-attacker	attack	0	-1	-1	-1	1	1	0	-1	0
informationssystemen	aggravate	-1	0	-1	-1	0	-1	0	0	0
polismetoder	police	0	0	0	-1	0	1	1	0	0
Publikationsbyråns	aim	0	0	0	1	1	0	1	0	1
föraning	hint	0	0	0	0	0	0	1	0	0
vidkommande	concern	1	-1	0	-1	0	1	1	-1	0
omdisponeringar	be	0	1	0	0	0	0	1	0	1
lagets	team	0	0	0	1	1	0	1	0	1
åläggs	be	0	1	0	0	0	0	1	0	1
pensionsrättigheternas	reduce	0	0	0	-1	1	1	1	-1	0
larmsignalerna	alarm	0	0	0	-1	0	1	1	-1	0
körkortsnummer	number	0	0	0	1	0	0	1	0	0
integritet	allow	1	1	1	1	0	1	1	1	1
reservåtgärd	be	0	1	0	0	0	0	1	0	1
inbjudningarna	call	0	0	1	1	0	1	1	0	1
nittio	head	1	0	1	1	1	1	1	0	1
dröj	do	1	1	1	0	0	1	1	0	1
gottgörelsen	repair	0	1	0	1	1	1	1	0	1
dröm	dream	0	1	0	0	0	0	1	0	1
tv-station	station	0	0	0	0	1	0	1	0	0
gottgörelser	remedy	0	0	0	0	0	0	1	0	1
uppbär	receive	1	1	1	0	1	1	1	0	1
ålägga	impose	0	0	1	1	1	0	1	0	1
samordningsmodell	assume	0	0	0	1	1	0	1	0	0
världsuppfattning	understand	1	1	1	1	1	1	1	0	1
beskådas	be	0	1	0	0	0	0	1	0	1
Mubaraks	found	1	1	1	1	1	1	1	1	1
försäljningstillståndet	market	0	0	0	1	1	1	1	0	1
mandatperiods	term	1	1	0	1	1	1	0	0	0
brunkolsutvinning	mine	0	0	0	1	0	1	1	0	0
flygcertifikat	relate	0	1	1	1	0	1	1	0	1
FN-organ	deal	0	0	0	0	0	0	0	0	0
kokande	boil	0	0	0	-1	0	0	1	0	0
bandupptagning	go	0	0	0	0	0	0	1	0	0
rättelse	correct	0	0	0	1	0	1	1	0	0
fondbaserade	involve	0	0	0	0	1	1	1	0	0
påtänkt	conceive	1	1	1	1	1	1	1	0	1
arbetade	work	1	1	1	1	0	1	1	0	1
kompromisstrategi	approach	0	1	1	0	1	1	1	0	1
bankinsättningar	deposit	0	0	0	-1	1	1	1	0	1
fiskberedningsindustrin	process	0	0	1	1	1	1	1	0	0
hjälptes	help	1	1	0	1	0	1	1	1	0
utgivits	be	0	1	0	0	0	0	1	0	1
handuppräckningar	hand	1	1	0	1	1	1	1	0	1
Zueco-betänkandet	report	0	0	-1	1	0	0	1	0	-1
instrumentella	put	1	1	1	0	1	1	1	0	1
diktaren	turn	0	0	0	0	0	0	1	0	0
ansjovisbestånden	stock	0	0	1	1	1	1	1	0	1
envetenhet	be	0	1	0	0	0	0	1	0	1
Brecht	word	0	1	0	0	0	0	1	0	0
brandgator	fire	0	0	1	0	1	0	1	0	1
avsaknaden	lack	0	0	0	0	-1	1	1	0	-1
serverades	serve	1	1	1	1	1	1	1	0	1
dataskyddsområdet	term	1	1	0	1	1	1	0	0	0
vilken	sort	0	0	0	1	0	1	1	0	0
tjuvjakten	endanger	1	-1	0	-1	0	1	0	0	0
ankomma	be	0	1	0	0	0	0	1	0	1
vilket	result	0	0	0	0	1	0	1	0	0
likvärdighet	do	1	1	1	0	0	1	1	0	1
varnats	be	0	1	0	0	0	0	1	0	1
ägnats	be	0	1	0	0	0	0	1	0	1
vägts	be	0	1	0	0	0	0	1	0	1
beslutsförslag	draft	1	1	1	1	1	1	1	0	1
eftertanke	think	0	0	1	1	1	1	1	1	0
yttrade	speak	1	1	1	1	1	1	1	0	1
lönsammare	reward	1	1	1	1	0	1	1	1	1
ansätts	be	0	1	0	0	0	0	1	0	1
missräkningar	step	1	1	1	1	1	0	1	0	1
grunden	base	0	1	1	1	1	1	1	0	1
hormonbehandlat	treat	1	1	1	1	0	1	1	1	1
stiftade	make	0	0	0	1	0	0	1	0	0
lätthet	ease	0	1	0	1	0	1	1	0	1
Taiwans	account	0	0	0	0	0	1	1	0	0
resultatbaserad	result	0	0	0	0	1	0	1	0	0
sekretessen	term	1	1	0	1	1	1	0	0	0
arbetssyfte	work	1	1	1	1	0	1	1	0	1
grunder	ground	0	0	1	1	1	1	1	0	1
1,03	amount	0	0	0	1	0	0	1	0	0
fattigdomsnivån	level	0	1	1	1	1	0	1	0	1
kostnadsargument	be	0	1	0	0	0	0	1	0	1
chefen	head	1	0	1	1	1	1	1	0	1
bränslekvalitet	fuel	0	0	0	1	1	1	1	0	1
flygresorna	air	0	0	0	-1	0	1	0	0	0
dispositionerna	mean	0	0	0	0	0	-1	0	0	0
genomförandeförordning	implement	1	1	1	1	1	1	1	0	1
frizon	zone	0	0	0	0	0	0	1	0	0
dumdristigt	owe	0	0	-1	0	-1	0	1	0	-1
konsumenträttigheterna	grant	0	0	1	1	0	1	1	0	1
innovationsmöjligheter	be	0	1	0	0	0	0	1	0	1
försäljningsvillkor	market	0	0	0	1	1	1	1	0	1
engångsförpackningar	package	0	0	0	1	1	0	1	0	1
återuppbyggnadsskede	phase	0	0	0	1	1	0	1	0	0
maktmissbruket	power	1	0	0	0	0	0	1	0	1
satsning	venture	0	0	1	0	1	1	1	0	1
typgodkännanden	exist	1	1	1	0	1	0	1	0	1
produkten	market	0	0	0	1	1	1	1	0	1
aktiekapitalet	share	1	1	1	0	1	1	1	0	1
revolutioner	change	0	1	0	1	0	1	1	0	1
garantifond	guarantee	1	1	1	1	1	1	1	1	1
levererats	supply	0	0	1	1	1	1	1	0	1
förtunna	need	0	1	1	0	0	1	1	0	0
droppar	drop	0	1	0	-1	-1	0	1	0	-1
genomtänkta	think	0	0	1	1	1	1	1	1	0
Medelhavsområde	represent	0	1	0	1	0	1	1	0	0
cigarettpaket	package	0	0	0	1	1	0	1	0	1
atmosfären	air	0	0	0	-1	0	1	0	0	0
Sana	be	0	1	0	0	0	0	1	0	1
förlika	reconcile	1	1	0	1	1	1	1	1	0
klanka	beat	0	-1	-1	-1	0	1	1	-1	0
pilotland	pilot	0	1	0	1	1	1	1	0	1
produkter	produce	1	1	1	1	0	1	1	0	1
Kyoto-processen	process	0	0	1	1	1	1	1	0	0
konjunkturnedgången	be	0	1	0	0	0	0	1	0	1
transiten	weigh	0	0	0	0	0	0	1	0	0
arbetsordningar	rule	1	1	1	1	1	1	1	0	1
provokatörer	do	1	1	1	0	0	1	1	0	1
gränsskyddet	border	0	0	0	0	0	0	0	0	0
överskriden	be	0	1	0	0	0	0	1	0	1
provprojekt	project	0	0	1	1	1	1	1	0	1
bota	cure	0	1	0	1	0	1	1	0	1
produktmärkningen	label	0	0	0	0	0	1	0	0	0
avbräck	do	1	1	1	0	0	1	1	0	1
blickfång	own	0	1	1	1	1	1	1	0	1
kostnad-effektivitet	account	0	0	0	0	0	1	1	0	0
utdelas	be	0	1	0	0	0	0	1	0	1
tillbakavisningar	be	0	1	0	0	0	0	1	0	1
lydde	fail	0	0	-1	-1	-1	0	1	-1	-1
subventionsmentalitet	put	1	1	1	0	1	1	1	0	1
rådsförhandlingarna	position	0	0	0	1	0	1	1	0	0
viljan	desire	1	1	1	1	0	1	1	1	1
konstitutionalisering	have	1	1	1	0	0	1	1	0	1
bott	live	1	1	1	1	1	1	1	0	1
nyckelvärden	be	0	1	0	0	0	0	1	0	1
lagerhållningen	stock	0	0	1	1	1	1	1	0	1
arbetsperiod	work	1	1	1	1	0	1	1	0	1
oljeväxter	crop	0	0	1	0	1	1	1	0	1
hästkapplöpning	race	0	0	0	0	1	1	1	0	1
jämförelsen	compare	0	0	0	0	0	1	1	0	0
Panama	be	0	1	0	0	0	0	1	0	1
flygtider	time	0	0	1	0	1	0	1	0	1
antidumpningsåtgärderna	measure	0	1	0	0	0	0	1	0	1
forskningsområdet	research	0	-1	1	1	1	1	1	0	1
gränsbevakningsstyrkan	narrow	1	0	0	0	0	1	1	0	0
fattig	preserve	1	1	1	1	0	1	1	0	1
glesbebyggda	populate	0	1	1	1	1	1	1	0	1
jämförelser	compare	0	0	0	0	0	1	1	0	0
animaliskt	matter	0	0	0	-1	0	1	1	0	0
programvaror	process	0	0	1	1	1	1	1	0	0
intilliggande	meet	0	1	1	1	1	1	1	0	1
benämna	call	0	0	1	1	0	1	1	0	1
kvinnopolitik	issue	0	0	0	1	0	1	1	0	0
delegeringen	attribute	0	0	1	1	1	1	1	0	1
eftersträvats	be	0	1	0	0	0	0	1	0	1
fribrev	do	1	1	1	0	0	1	1	0	1
otäcka	face	0	0	0	0	1	1	1	0	1
samhällsekonomiska	term	1	1	0	1	1	1	0	0	0
kunden	take	1	1	1	0	1	1	1	0	1
korridornivå	level	0	1	1	1	1	0	1	0	1
fokuserar	focus	1	1	1	1	0	1	1	0	1
insinuerar	be	0	1	0	0	0	0	1	0	1
inhysa	host	1	1	1	1	1	1	1	0	1
prisangivelse	price	0	0	1	1	1	0	1	0	1
