pt Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
fraudes	cheat	0	-1	0	-1	0	1	1	-1	1
furtaram	have	1	1	1	0	0	1	1	0	1
esforçarei	approach	0	1	1	0	1	1	1	0	1
rondará	be	0	1	0	0	0	0	1	0	1
examinar-se-á	be	0	1	0	0	0	0	1	0	1
substituindo-a	replace	0	1	0	0	1	1	1	0	1
congelarem	freeze	0	0	0	0	0	1	0	-1	0
explica	explain	1	1	0	1	0	1	1	0	1
secundou-nos	control	1	0	1	0	1	1	1	0	1
aperfeiçoarem	improve	1	1	1	1	0	1	1	0	1
colocaria	put	1	1	1	0	1	1	1	0	1
escoados	seep	0	0	0	-1	0	0	-1	0	0
permaneciam	be	0	1	0	0	0	0	1	0	1
anotei	note	0	0	0	0	0	0	1	0	0
leste-oeste	hold	0	1	1	1	1	1	1	0	1
limitá-los	restrict	0	0	-1	-1	0	1	1	0	1
NASDAQ	share	1	1	1	0	1	1	1	0	1
abolirmos	abolish	-1	1	-1	-1	1	1	1	-1	1
propusermos	propose	0	1	1	1	0	0	1	0	1
introduzi-las	introduce	1	1	1	1	1	1	1	1	1
made	make	0	0	0	1	0	0	1	0	0
Depende	issue	0	0	0	1	0	1	1	0	0
utopistas	be	0	1	0	0	0	0	1	0	1
brincalhões	warrant	0	0	0	0	1	0	0	0	0
203º	desire	1	1	1	1	0	1	1	1	1
teme	fear	-1	0	-1	0	-1	0	1	0	-1
bélico	arm	0	0	0	-1	0	1	0	-1	0
belos	fine	0	1	1	1	1	1	1	1	1
tema	subject	0	0	1	1	0	1	1	0	1
temo	fear	-1	0	-1	0	-1	0	1	0	-1
preciosamente	establish	0	0	1	1	1	1	1	1	1
actualizámos	have	1	1	1	0	0	1	1	0	1
alertarem	alert	0	0	0	1	0	1	1	0	0
contos	cost	0	-1	0	0	0	0	1	-1	0
impensável	be	0	1	0	0	0	0	1	0	1
preveja	provide	1	1	1	1	1	1	1	0	1
clarifiquemos	clarify	0	1	1	1	1	1	1	0	1
ataca-os	attack	0	-1	-1	-1	1	1	0	-1	0
reestruturadas	restructure	1	1	0	1	1	1	1	0	1
ligando	link	1	1	1	1	1	1	1	0	0
absoluto	complete	1	1	1	1	1	1	1	0	1
remuneradores	dump	0	-1	0	-1	1	0	0	-1	1
providencie	provide	1	1	1	1	1	1	1	0	1
prevejo	foresee	0	1	0	0	1	1	1	0	1
aparição	appear	1	0	1	0	0	1	1	0	1
aumentarão	increase	1	1	0	1	0	1	1	0	1
exercido	exercise	1	1	1	1	1	1	1	0	1
aprovisionamento	supply	0	0	1	1	1	1	1	0	1
apetecer	like	1	1	1	1	0	1	1	1	1
matadouro	slaughter	0	-1	-1	-1	0	1	0	-1	1
arrepender-se	regret	-1	0	-1	-1	-1	-1	1	0	-1
portou-se	behave	0	1	0	0	0	1	1	0	1
moldarmos	shape	1	1	0	1	1	1	1	0	0
inquinar	pollute	0	-1	0	-1	0	1	-1	0	0
falácia	single	0	0	0	-1	0	0	1	0	0
diplomas	piece	0	0	0	0	1	0	1	0	1
proporcionamos	provide	1	1	1	1	1	1	1	0	1
Marit	go	0	0	0	0	0	0	1	0	0
Inglês	unify	1	1	0	1	1	1	1	0	0
esterlinas	net	0	0	1	0	0	1	1	0	1
Cioloş	count	0	0	1	1	1	1	1	0	1
Marin	fail	0	0	-1	-1	-1	0	1	-1	-1
Mario	prepare	1	1	1	1	1	1	1	1	1
ostentava	urge	1	1	1	1	0	1	1	1	1
sunrise	put	1	1	1	0	1	1	1	0	1
veterinário	travel	1	1	1	0	1	0	1	0	1
veterinária	control	1	0	1	0	1	1	1	0	1
especificar-se	be	0	1	0	0	0	0	1	0	1
flexibilizámos	soften	0	0	0	0	0	1	1	0	0
Rijkswacht	become	0	0	0	0	0	0	1	0	0
explicá	explain	1	1	0	1	0	1	1	0	1
concentrará	focus	1	1	1	1	0	1	1	0	1
provações	try	0	1	1	0	1	1	1	0	0
brasão	be	0	1	0	0	0	0	1	0	1
Recurso	appeal	0	0	-1	-1	-1	1	1	0	0
imediato	delay	-1	0	-1	-1	-1	0	1	0	-1
eclosão	break	0	0	-1	-1	1	1	1	0	1
intervierem	do	1	1	1	0	0	1	1	0	1
encontrar-me	meet	0	1	1	1	1	1	1	0	1
apresentarmo-nos	stand	0	1	1	0	1	0	1	0	0
inesquecível	date	0	0	1	0	1	0	1	0	1
Knolle	burden	0	-1	-1	-1	-1	0	1	0	-1
vence	win	1	1	1	1	1	1	1	0	1
extracção	mine	0	0	0	1	0	1	1	0	0
ténis	be	0	1	0	0	0	0	1	0	1
julgando-se	believe	0	0	1	1	0	1	1	1	1
imaginavam	imagine	0	0	0	0	0	0	1	0	0
conheço-o	know	1	1	1	0	1	1	1	0	1
utilizariam	be	0	1	0	0	0	0	1	0	1
troianos	run	0	1	1	1	1	1	1	0	1
consultado	consult	1	1	1	1	1	1	1	1	1
entendia-se	be	0	1	0	0	0	0	1	0	1
abrangia	cover	0	0	0	1	1	1	1	0	0
baixíssimos	shut	1	0	0	0	0	0	1	0	0
reclame	claim	1	1	1	0	1	1	1	0	1
complicaria	complicate	0	-1	0	-1	0	1	0	0	0
reclama	call	0	0	1	1	0	1	1	0	1
feministas	receive	1	1	1	0	1	1	1	0	1
aproveito	take	1	1	1	0	1	1	1	0	1
sentado	sit	0	0	0	0	0	0	0	0	0
prolonguemos	extend	0	1	1	1	1	1	1	0	1
refreia	put	1	1	1	0	1	1	1	0	1
volumes	amount	0	0	0	1	0	0	1	0	0
instaurará	start	1	1	1	1	1	1	1	0	1
sentada	sit	0	0	0	0	0	0	0	0	0
finalidades	aim	0	0	0	1	1	0	1	0	1
despenha	crash	0	-1	0	-1	0	1	1	-1	0
degenere	degenerate	0	-1	0	-1	0	0	0	0	0
mentirosos	lie	0	0	0	0	0	1	1	0	0
subscritor	propose	0	1	1	1	0	0	1	0	1
degenera	degenerate	0	-1	0	-1	0	0	0	0	0
esfumaram-se	be	0	1	0	0	0	0	1	0	1
questionados	question	0	0	1	1	1	1	1	0	1
traduzir-se-á	mean	0	0	0	0	0	-1	0	0	0
lamentaram	regret	-1	0	-1	-1	-1	-1	1	0	-1
figurações	support	1	1	1	1	0	1	1	1	1
escriba	down	0	0	0	0	0	0	1	0	0
etário	age	0	0	0	-1	0	1	1	0	0
lideranças	oust	-1	0	-1	-1	1	1	0	-1	1
imaginaria	have	1	1	1	0	0	1	1	0	1
ocasiona	be	0	1	0	0	0	0	1	0	1
comitologia	power	1	0	0	0	0	0	1	0	1
segregue	do	1	1	1	0	0	1	1	0	1
reabilitar-se	rehabilitate	1	1	1	1	1	1	1	1	1
Reveja-se	be	0	1	0	0	0	0	1	0	1
álibi	excuse	0	0	0	0	0	0	1	0	1
despendida	spend	0	1	0	0	0	0	1	0	0
autoflagelação	bash	0	-1	0	1	1	1	1	-1	1
encontrávamos	be	0	1	0	0	0	0	1	0	1
alteraçes	change	0	1	0	1	0	1	1	0	1
emboscada	ambush	0	0	-1	-1	0	1	0	-1	0
herbicida	process	0	0	1	1	1	1	1	0	0
antecede	precede	0	0	0	1	0	1	1	0	0
desenredar	tangle	0	-1	0	-1	0	0	-1	0	0
assobiar	whistle	0	1	0	0	0	1	1	0	1
hormona	question	0	0	1	1	1	1	1	0	1
permite-nos	allow	1	1	1	1	0	1	1	1	1
confrontam-se	face	0	0	0	0	1	1	1	0	1
juntar-me	join	1	1	1	1	1	1	1	1	1
atingir-nos	hit	0	-1	-1	-1	0	1	0	-1	0
inimigos	be	0	1	0	0	0	0	1	0	1
imigraram	have	1	1	1	0	0	1	1	0	1
gerada	generate	0	0	1	1	1	1	1	0	1
imperar	prevail	1	1	0	0	0	1	1	0	0
reflictamos	think	0	0	1	1	1	1	1	1	0
sucedia	be	0	1	0	0	0	0	1	0	1
gerado	generate	0	0	1	1	1	1	1	0	1
suceda	happen	0	0	0	0	0	0	-1	0	0
complacentemente	own	0	1	1	1	1	1	1	0	1
sucede	be	0	1	0	0	0	0	1	0	1
submetê-las-ei	matter	0	0	0	-1	0	1	1	0	0
injustiças	occur	1	1	0	1	0	1	0	1	0
mini-orçamentos	be	0	1	0	0	0	0	1	0	1
Perspectiva	plan	1	1	1	1	1	1	1	0	1
magoado	hurt	0	-1	-1	-1	0	1	0	-1	-1
clientela	base	0	1	1	1	1	1	1	0	1
dúbio	deal	0	0	0	0	0	0	0	0	0
inspiram-se	be	0	1	0	0	0	0	1	0	1
transações	exchange	0	0	1	0	1	0	1	0	0
aguardava	await	0	0	0	0	1	1	1	0	0
importantes	major	0	1	0	0	1	1	1	0	1
arquivou	dismiss	0	0	-1	-1	0	0	1	-1	0
desmancha-prazeres	be	0	1	0	0	0	0	1	0	1
cumpriu-se	have	1	1	1	0	0	1	1	0	1
desincentiva	discourage	0	0	-1	-1	0	1	1	-1	0
pulso	hand	1	1	0	1	1	1	1	0	1
tranquilizaram-me	reassure	1	1	1	1	0	1	1	1	1
tirei	have	1	1	1	0	0	1	1	0	1
desfigurar	break	0	0	-1	-1	1	1	1	0	1
tirem	take	1	1	1	0	1	1	1	0	1
sujeitando-as	subject	0	0	1	1	0	1	1	0	1
encorajam	encourage	1	1	1	1	0	1	1	1	1
persuadira	persuade	0	0	1	1	1	1	1	1	1
consequentemente	result	0	0	0	0	1	0	1	0	0
erguerem-se	water	0	-1	0	-1	0	1	1	0	1
terminantemente	point	0	0	0	0	1	0	1	0	0
indica-se	raise	0	0	1	1	0	0	1	0	1
nega	deny	0	0	-1	-1	0	1	1	0	-1
aproveitamento	make	0	0	0	1	0	0	1	0	0
guiamos	be	0	1	0	0	0	0	1	0	1
atraídas	attract	0	0	0	1	0	0	1	0	0
acusações	charge	-1	0	0	-1	1	1	1	-1	1
acorreu	vote	0	0	0	1	1	1	1	0	0
realizaram	have	1	1	1	0	0	1	1	0	1
molhada	label	0	0	0	0	0	1	0	0	0
colocá-lo	put	1	1	1	0	1	1	1	0	1
desistíssemos	be	0	1	0	0	0	0	1	0	1
continuássemos	continue	1	1	1	1	1	0	1	0	1
pressionados	pressure	0	0	0	-1	0	0	1	-1	0
acompanhava	accompany	1	1	1	1	1	1	1	1	1
votavam	vote	0	0	0	1	1	1	1	0	0
imobilidade	render	1	0	1	0	1	1	1	0	1
empregavam	employ	1	1	1	1	1	1	1	0	1
ECPAT	receive	1	1	1	0	1	1	1	0	1
cuidar-se	last	0	0	0	0	0	-1	-1	0	0
firmar-se	be	0	1	0	0	0	0	1	0	1
Kassam	provoke	0	0	-1	-1	0	1	1	-1	-1
jurisdição	court	1	1	1	1	1	1	1	1	1
fornecidos	provide	1	1	1	1	1	1	1	0	1
Chipre	follow	0	0	1	1	1	1	1	0	1
interrogar	ask	0	0	0	0	1	1	1	0	0
criança	care	1	1	1	1	0	1	1	0	1
interrogam	wonder	0	1	0	0	-1	0	1	0	-1
europeus	own	0	1	1	1	1	1	1	0	1
colaboro	work	1	1	1	1	0	1	1	0	1
reportem	report	0	0	-1	1	0	0	1	0	-1
colabora	be	0	1	0	0	0	0	1	0	1
detonaram	have	1	1	1	0	0	1	1	0	1
Pelttari	outline	1	1	1	1	1	1	1	0	1
colabore	work	1	1	1	1	0	1	1	0	1
apresentá-la-emos	forward	1	1	0	1	1	1	1	0	1
afastemo-nos	let	0	0	0	1	-1	0	1	0	0
Jasmins	move	0	0	0	1	0	1	1	0	0
devolvido	back	1	1	1	1	1	1	1	1	1
Wallströmque	be	0	1	0	0	0	0	1	0	1
controles	control	1	0	1	0	1	1	1	0	1
devolvida	back	1	1	1	1	1	1	1	1	1
proveito	benefit	1	1	0	1	1	1	1	1	1
reports	be	0	1	0	0	0	0	1	0	1
façamo	let	0	0	0	1	-1	0	1	0	0
controlei	check	0	0	0	0	1	1	1	0	1
determinando	determine	0	0	0	0	0	0	1	0	1
reporto	refer	1	1	1	1	0	1	1	1	1
controlem	control	1	0	1	0	1	1	1	0	1
agronómicas	farm	0	1	1	1	1	1	1	0	1
reporte	report	0	0	-1	1	0	0	1	0	-1
táxis	drive	1	1	0	1	0	1	1	0	1
reporta	relate	0	1	1	1	0	1	1	0	1
RAFAEL	finish	1	1	1	1	1	1	1	0	1
operante	function	0	1	0	1	1	1	1	0	0
insatisfatório	state	0	1	1	1	0	1	1	0	0
compatibiliza	reconcile	1	1	0	1	1	1	1	1	0
aceito-os	accept	1	1	1	1	1	1	1	0	1
Apêndice	like	1	1	1	1	0	1	1	1	1
Holanda	target	0	0	0	1	0	0	0	0	0
unia	bring	0	0	1	1	0	0	1	0	0
insatisfatória	disappoint	0	-1	0	-1	0	1	0	-1	-1
reabastecimento	refuel	0	0	0	0	1	1	0	0	1
sereia	call	0	0	1	1	0	1	1	0	1
divorciar	divorce	-1	0	-1	-1	-1	1	1	-1	-1
adoptaram-se	be	0	1	0	0	0	0	1	0	1
registar-se	be	0	1	0	0	0	0	1	0	1
unir	unite	1	1	0	1	0	1	1	1	0
instalando	root	1	0	1	1	1	1	1	0	0
2008-2009	look	0	1	1	0	0	0	1	0	1
uniu	unite	1	1	0	1	0	1	1	1	0
carapaças	shell	0	-1	-1	-1	1	1	-1	-1	1
ascenderam	amount	0	0	0	1	0	0	1	0	0
promovo	develop	0	1	0	1	0	0	1	0	0
referi-la	mention	0	1	0	0	0	1	1	0	0
afecções	damage	1	-1	0	-1	0	1	-1	-1	0
rotatividade	rotate	0	0	0	0	0	1	1	0	0
anularem-se	down	0	0	0	0	0	0	1	0	0
propulsor	drive	1	1	0	1	0	1	1	0	1
considerá-los	regard	1	1	1	1	1	1	1	1	1
acrescenta-se	add	1	1	1	1	1	0	1	0	1
promovi	promote	1	1	1	1	1	1	1	0	1
ressuscita	be	0	1	0	0	0	0	1	0	1
socio-económica	regard	1	1	1	1	1	1	1	1	1
ressuscite	resurrect	1	1	1	1	1	1	1	1	1
viragens	change	0	1	0	1	0	1	1	0	1
lanche	take	1	1	1	0	1	1	1	0	1
expiar	murder	0	-1	-1	-1	-1	1	0	-1	-1
lancha	be	0	1	0	0	0	0	1	0	1
críticas	criticize	-1	0	-1	-1	0	0	1	-1	-1
encher	fill	0	1	1	1	1	1	1	0	1
abordaram	have	1	1	1	0	0	1	1	0	1
congregou	be	0	1	0	0	0	0	1	0	1
arrendamentos	rent	1	1	1	1	1	1	1	0	1
excedida	exceed	0	0	0	0	0	0	1	0	0
celeridade	speed	1	1	0	1	0	1	1	0	0
excedido	exceed	0	0	0	0	0	0	1	0	0
imperdoáveis	set	0	0	1	1	1	1	1	0	1
atestada	attest	1	1	1	0	1	1	1	0	1
cronómetro	tick	0	0	0	0	0	1	1	0	0
saudação	welcome	1	1	1	1	1	1	1	1	1
ambiciosos	target	0	0	0	1	0	0	0	0	0
despedir-se	say	0	0	0	0	0	0	1	0	0
mendicidade	beg	0	0	0	1	0	1	1	0	-1
agrilhoa	down	0	0	0	0	0	0	1	0	0
90	last	0	0	0	0	0	-1	-1	0	0
iniciaram-se	begin	1	1	1	1	0	1	1	0	1
hold	hold	0	1	1	1	1	1	1	0	1
enchem	fill	0	1	1	1	1	1	1	0	1
juntarei	join	1	1	1	1	1	1	1	1	1
assentámos	have	1	1	1	0	0	1	1	0	1
juntarem	join	1	1	1	1	1	1	1	1	1
girou	be	0	1	0	0	0	0	1	0	1
superaram	have	1	1	1	0	0	1	1	0	1
apoiá-la-á	support	1	1	1	1	0	1	1	1	1
feminicídios	murder	0	-1	-1	-1	-1	1	0	-1	-1
afirmamo-lo	say	0	0	0	0	0	0	1	0	0
Quer	do	1	1	1	0	0	1	1	0	1
Hondt	create	1	1	0	1	1	1	1	0	0
americanização	do	1	1	1	0	0	1	1	0	1
forneceria	provide	1	1	1	1	1	1	1	0	1
recentemente	time	0	0	1	0	1	0	1	0	1
interviessem	intervene	0	0	0	-1	0	1	1	0	1
Zoellick	forge	1	1	1	1	1	1	1	0	1
procuradores	perform	0	0	1	0	1	1	1	0	1
exactas	detail	0	0	0	1	0	0	1	0	0
honorabilidade	name	0	1	1	1	1	1	1	0	1
transitarão	be	0	1	0	0	0	0	1	0	1
derivados	derive	1	1	1	0	1	1	1	0	1
discordará	disagree	0	0	0	1	0	1	1	0	1
crítico	head	1	0	1	1	1	1	1	0	1
defrontou	face	0	0	0	0	1	1	1	0	1
apagarão	remove	-1	1	-1	-1	1	0	1	-1	0
hoc	control	1	0	1	0	1	1	1	0	1
esquartejado	be	0	1	0	0	0	0	1	0	1
área	field	0	0	1	1	1	1	1	0	0
triplo	time	0	0	1	0	1	0	1	0	1
cicatrizadas	heal	1	1	0	1	0	1	1	1	0
duvidemos	doubt	0	0	-1	-1	0	1	1	0	-1
crítica	point	0	0	0	0	1	0	1	0	0
transforma-se	be	0	1	0	0	0	0	1	0	1
acrescentar-se-á	be	0	1	0	0	0	0	1	0	1
how	provide	1	1	1	1	1	1	1	0	1
hot	carry	0	1	1	0	0	1	1	0	0
garantamos	guarantee	1	1	1	1	1	1	1	1	1
convertê-la	transform	1	1	0	1	0	1	1	1	0
alargamento	extend	0	1	1	1	1	1	1	0	1
avolumaram-se	go	0	0	0	0	0	0	1	0	0
desvalorizasse	go	0	0	0	0	0	0	1	0	0
convertê-lo	convert	0	0	1	1	1	1	1	0	1
zelosos	look	0	1	1	0	0	0	1	0	1
endossada	compare	0	0	0	0	0	1	1	0	0
evitá-los	prevent	0	0	0	-1	0	1	1	-1	0
voltados	look	0	1	1	0	0	0	1	0	1
ocupais	be	0	1	0	0	0	0	1	0	1
secretismos	be	0	1	0	0	0	0	1	0	1
restabelecimento	restore	1	1	1	1	0	1	1	1	1
mármores	return	0	0	0	0	0	1	1	0	0
encontrar-se-ão	meet	0	1	1	1	1	1	1	0	1
preferia	prefer	0	0	1	1	1	1	1	0	1
desfaz	explode	0	0	0	-1	0	0	0	0	0
endossado	shape	1	1	0	1	1	1	1	0	0
assegurados	guarantee	1	1	1	1	1	1	1	1	1
furtámos	shut	1	0	0	0	0	0	1	0	0
conformado	perfect	1	1	1	1	1	1	1	0	1
9º	down	0	0	0	0	0	0	1	0	0
preferiu	prefer	0	0	1	1	1	1	1	0	1
revelia	head	1	0	1	1	1	1	1	0	1
empregarmos	come	0	1	0	0	0	0	1	0	0
Foram	be	0	1	0	0	0	0	1	0	1
apresentou-vos	have	1	1	1	0	0	1	1	0	1
autofinanciamento	flow	0	0	0	0	0	0	1	0	0
eficientemente	compare	0	0	0	0	0	1	1	0	0
confinarem	indicate	0	0	0	1	0	1	1	0	0
garantindo	guarantee	1	1	1	1	1	1	1	1	1
pressuponham	assume	0	0	0	1	1	0	1	0	0
Grigorii	involve	0	0	0	0	1	1	1	0	0
deslocar-se	move	0	0	0	1	0	1	1	0	0
utilizaremos	be	0	1	0	0	0	0	1	0	1
expatriadas	drive	1	1	0	1	0	1	1	0	1
aliam	collapse	0	0	0	-1	0	1	1	0	0
aliar	combine	1	1	1	1	1	1	1	0	1
alias	be	0	1	0	0	0	0	1	0	1
desbloqueou	have	1	1	1	0	0	1	1	0	1
cujo	give	0	1	1	0	0	0	1	0	1
fomente	encourage	1	1	1	1	0	1	1	1	1
extrapolar	comment	0	0	0	0	0	1	1	0	1
outrém	accord	1	0	0	1	0	1	1	0	1
1000	force	0	0	0	-1	0	1	0	-1	0
artistas	be	0	1	0	0	0	0	1	0	1
dizerem-me	say	0	0	0	0	0	0	1	0	0
Jean-Luc	advocate	1	1	1	1	1	1	1	0	1
lavados	wash	0	1	1	1	0	1	1	0	1
apresento-vos	present	1	1	1	1	1	1	1	0	1
recuperadas	restore	1	1	1	1	0	1	1	1	1
adivinhado	guess	0	1	1	0	0	1	1	0	0
culpou	blame	-1	-1	-1	-1	-1	1	1	-1	-1
futebolistas	play	1	1	1	1	1	1	1	0	1
Edith	do	1	1	1	0	0	1	1	0	1
substituirão	replace	0	1	0	0	1	1	1	0	1
imprudência	lack	0	0	0	0	-1	1	1	0	-1
multilaterais	trade	0	1	1	1	1	1	1	0	1
infraestrutura	make	0	0	0	1	0	0	1	0	0
desmorone	fall	0	0	0	-1	-1	0	1	0	-1
nestas	be	0	1	0	0	0	0	1	0	1
desmorona	collapse	0	0	0	-1	0	1	1	0	0
ofenderá	annoy	0	-1	0	-1	0	1	0	-1	0
substituem	replace	0	1	0	0	1	1	1	0	1
dispuseram	have	1	1	1	0	0	1	1	0	1
Chatzimarkakis	report	0	0	-1	1	0	0	1	0	-1
lembram-me	remind	1	1	1	1	0	1	1	0	0
questionar-se	question	0	0	1	1	1	1	1	0	1
pontuação	score	1	1	1	0	1	1	1	0	1
anã	dwarf	0	0	0	-1	0	1	1	0	0
provêm	come	0	1	0	0	0	0	1	0	0
Tóxicas	flaw	0	0	0	0	0	1	1	0	0
esquematicamente	insure	1	1	1	1	1	1	1	0	1
reorientando	redirect	0	0	0	1	0	0	1	0	0
biogás	review	0	0	0	1	0	1	1	0	0
desfazer-nos	do	1	1	1	0	0	1	1	0	1
apressar-nos	rush	0	0	-1	-1	1	1	1	-1	0
pré-contratual	contract	-1	0	-1	0	-1	-1	1	0	-1
estrangulador	affect	1	0	0	0	0	1	1	0	0
padrinhos	play	1	1	1	1	1	1	1	0	1
simulacro	mock	0	0	0	-1	0	1	1	-1	0
proclamada	proclaim	1	1	1	1	1	1	1	0	1
Cádis	do	1	1	1	0	0	1	1	0	1
clubes	team	0	0	0	1	1	0	1	0	1
Comissão-Estado-membro-regiões	repeat	0	1	0	1	0	1	1	0	0
entrincheirar	become	0	0	0	0	0	0	1	0	0
ânimos	down	0	0	0	0	0	0	1	0	0
agraciou	award	1	1	1	1	0	1	1	0	1
proclamado	proclaim	1	1	1	1	1	1	1	0	1
estipulemos	down	0	0	0	0	0	0	1	0	0
preenchia	meet	0	1	1	1	1	1	1	0	1
evitá-la	avoid	-1	1	-1	0	1	-1	1	0	1
entrincheiram	cover	0	0	0	1	1	1	1	0	0
sufocando	stifle	0	-1	0	-1	0	1	0	-1	0
imponham	impose	0	0	1	1	1	0	1	0	1
evitá-lo	avoid	-1	1	-1	0	1	-1	1	0	1
significou	mean	0	0	0	0	0	-1	0	0	0
Antrax	refuse	0	0	-1	-1	0	1	1	-1	0
sucedem-se	be	0	1	0	0	0	0	1	0	1
Zrihen	comment	0	0	0	0	0	1	1	0	1
passes	pass	0	1	0	0	0	1	1	0	0
exercício	exercise	1	1	1	1	1	1	1	0	1
44º	do	1	1	1	0	0	1	1	0	1
não-execução	press	0	1	0	-1	0	1	1	-1	0
abstido	abstain	0	0	-1	0	0	0	1	0	1
modéstia	remark	0	0	0	0	0	1	1	-1	1
Maurizio	open	1	1	1	1	0	0	1	0	1
até	date	0	0	1	0	1	0	1	0	1
transformações	change	0	1	0	1	0	1	1	0	1
mutação	change	0	1	0	1	0	1	1	0	1
sensibilização	raise	0	0	1	1	0	0	1	0	1
outorgar	give	0	1	1	0	0	0	1	0	1
Superior	board	0	0	1	0	1	1	1	0	1
interessada	concern	1	-1	0	-1	0	1	1	-1	0
alojamento	house	1	1	0	1	1	1	1	1	1
harmonizarem	bring	0	0	1	1	0	0	1	0	0
Curso	process	0	0	1	1	1	1	1	0	0
interessado	concern	1	-1	0	-1	0	1	1	-1	0
recuperámos	have	1	1	1	0	0	1	1	0	1
obtê-las	obtain	1	1	1	0	1	1	1	0	1
referidos	mention	0	1	0	0	0	1	1	0	0
abusivas	abuse	1	-1	-1	-1	0	1	1	-1	-1
mudámos	change	0	1	0	1	0	1	1	0	1
destinavam-se	be	0	1	0	0	0	0	1	0	1
anfitriãs	host	1	1	1	1	1	1	1	0	1
comunitarizado	be	0	1	0	0	0	0	1	0	1
falou-nos	have	1	1	1	0	0	1	1	0	1
desregulado	form	1	1	1	1	1	1	1	0	1
quadruplicou	have	1	1	1	0	0	1	1	0	1
devessem	be	0	1	0	0	0	0	1	0	1
incentivaram-se	be	0	1	0	0	0	0	1	0	1
óbito	die	0	1	0	-1	-1	1	1	0	-1
intérprete	interpret	0	0	1	0	1	1	1	0	1
alarmadas	alarm	0	0	0	-1	0	1	1	-1	0
Schaldemose	write	1	1	1	1	1	1	1	0	1
estagnações	major	0	1	0	0	1	1	1	0	1
exibições	display	0	0	0	1	0	0	1	0	0
provocatória	put	1	1	1	0	1	1	1	0	1
assinalem	mark	0	1	0	0	0	1	1	0	0
Região	surround	0	0	-1	0	1	1	1	0	1
árbitros	set	0	0	1	1	1	1	1	0	1
executivas	implement	1	1	1	1	1	1	1	0	1
preponderantes	outweigh	0	0	0	1	0	1	1	0	0
internacionais	trade	0	1	1	1	1	1	1	0	1
veemente	term	1	1	0	1	1	1	0	0	0
9-10	work	1	1	1	1	0	1	1	0	1
envergonha-me	be	0	1	0	0	0	0	1	0	1
pérfido	collaborate	0	1	1	1	1	1	1	0	1
indesejável	want	1	0	1	0	0	1	1	0	1
ata	grab	0	0	-1	-1	0	1	1	-1	0
manifesta-se	be	0	1	0	0	0	0	1	0	1
pérfida	take	1	1	1	0	1	1	1	0	1
levantamentos	survey	0	1	0	1	0	1	1	0	0
malformações	defect	1	0	-1	-1	0	1	1	0	0
enquadrando-se	combine	1	1	1	1	1	1	1	0	1
fracassará	fail	0	0	-1	-1	-1	0	1	-1	-1
fazendo-os	make	0	0	0	1	0	0	1	0	0
necessitado	need	0	1	1	0	0	1	1	0	0
malefícios	damage	1	-1	0	-1	0	1	-1	-1	0
necessitada	need	0	1	1	0	0	1	1	0	0
desenvolviam	be	0	1	0	0	0	0	1	0	1
crescemos	grow	1	1	1	1	1	1	1	0	1
decentemente	provide	1	1	1	1	1	1	1	0	1
apliquei	apply	0	1	1	1	1	1	1	0	1
pedir-lhes-ia	ask	0	0	0	0	1	1	1	0	0
está	be	0	1	0	0	0	0	1	0	1
apliquem	apply	0	1	1	1	1	1	1	0	1
cinquenta	be	0	1	0	0	0	0	1	0	1
interpretam	interpret	0	0	1	0	1	1	1	0	1
perdedores	lose	0	0	0	-1	-1	1	1	0	-1
regateio	bargain	0	0	1	0	1	1	1	0	1
esvaziá-las	issue	0	0	0	1	0	1	1	0	0
assumam	take	1	1	1	0	1	1	1	0	1
aceitando-as	comment	0	0	0	0	0	1	1	0	1
calotes	cap	0	0	1	0	1	0	1	0	1
retivessem	review	0	0	0	1	0	1	1	0	0
interpretar	interpret	0	0	1	0	1	1	1	0	1
seleccionarmos	require	0	1	1	0	1	1	1	0	0
Votei	vote	0	0	0	1	1	1	1	0	0
negociados	negotiate	1	1	1	1	1	1	1	0	1
formulá-lo	put	1	1	1	0	1	1	1	0	1
estragos	damage	1	-1	0	-1	0	1	-1	-1	0
provada	prove	0	0	0	1	0	1	1	0	1
estragou	have	1	1	1	0	0	1	1	0	1
atravessá	track	-1	1	-1	-1	1	1	1	-1	1
incitará	encourage	1	1	1	1	0	1	1	1	1
abrangemos	cover	0	0	0	1	1	1	1	0	0
viajemos	air	0	0	0	-1	0	1	0	0	0
McIntosh	miss	1	1	0	0	-1	1	1	0	-1
bombista	bomb	0	-1	0	-1	0	1	1	-1	0
movido	prompt	1	1	1	1	1	1	1	1	1
inspiremos	draw	0	0	1	1	1	1	0	0	0
Pequena	do	1	1	1	0	0	1	1	0	1
focal	focus	1	1	1	1	0	1	1	0	1
façanha	reach	0	1	0	0	0	1	1	0	0
aconteça	happen	0	0	0	0	0	0	-1	0	0
relegaram	have	1	1	1	0	0	1	1	0	1
Estado	state	0	1	1	1	0	1	1	0	0
procurou	have	1	1	1	0	0	1	1	0	1
carapaça	shell	0	-1	-1	-1	1	1	-1	-1	1
avaliar	assess	0	1	0	1	0	1	1	0	1
balizou	have	1	1	1	0	0	1	1	0	1
obtiverem	acquire	1	1	1	1	1	1	1	0	1
gelaram-nos	be	0	1	0	0	0	0	1	0	1
advogadas	advocate	1	1	1	1	1	1	1	0	1
