fr Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
monolithiques	give	0	1	1	0	0	0	1	0	1
électricité-chaleur	power	1	0	0	0	0	0	1	0	1
échouée	fail	0	0	-1	-1	-1	0	1	-1	-1
ionisation	hand	1	1	0	1	1	1	1	0	1
EE	gratify	0	1	0	1	0	1	1	1	1
dépasseraient	exceed	0	0	0	0	0	0	1	0	0
préétablis	set	0	0	1	1	1	1	1	0	1
stations-service	station	0	0	0	0	1	0	1	0	0
transférant	transfer	0	0	0	0	0	1	1	0	0
bénéficierait	benefit	1	1	0	1	1	1	1	1	1
échoués	strand	0	0	0	-1	0	0	1	0	0
EU	write	1	1	1	1	1	1	1	0	1
bulle	bubble	0	0	0	-1	0	0	1	0	0
préétablie	accord	1	0	0	1	0	1	1	0	1
subventionnaient	receive	1	1	1	0	1	1	1	0	1
morfondent	be	0	1	0	0	0	0	1	0	1
partagés	share	1	1	1	0	1	1	1	0	1
croulant	burden	0	-1	-1	-1	-1	0	1	0	-1
accepteurs	supplement	1	1	1	1	1	1	1	0	1
apartheid	create	1	1	0	1	1	1	1	0	0
Basques	endure	-1	1	-1	0	0	-1	1	0	-1
infrastructurelles	give	0	1	1	0	0	0	1	0	1
pilote	pilot	0	1	0	1	1	1	1	0	1
habitée	inhabit	1	0	1	0	1	1	1	0	1
établiront	establish	0	0	1	1	1	1	1	1	1
garanties	guarantee	1	1	1	1	1	1	1	1	1
creusions	try	0	1	1	0	1	1	1	0	0
partagée	share	1	1	1	0	1	1	1	0	1
pré-adhésion	measure	0	1	0	0	0	0	1	0	1
habités	man	0	0	0	0	0	1	1	0	1
gouvernemental	state	0	1	1	1	0	1	1	0	0
détecteront	work	1	1	1	1	0	1	1	0	1
retrouverions	be	0	1	0	0	0	0	1	0	1
journée	sit	0	0	0	0	0	0	0	0	0
teintée	say	0	0	0	0	0	0	1	0	0
professionnelles	work	1	1	1	1	0	1	1	0	1
Infopoints	know	1	1	1	0	1	1	1	0	1
abaissés	reduce	0	0	0	-1	1	1	1	-1	0
sanglot	tear	0	0	-1	-1	0	1	1	0	0
teintés	time	0	0	1	0	1	0	1	0	1
chronologiques	time	0	0	1	0	1	0	1	0	1
abaissée	lower	-1	1	1	0	0	1	1	0	1
imposerez	prevent	0	0	0	-1	0	1	1	-1	0
camionnettes	control	1	0	1	0	1	1	1	0	1
intègre	incorporate	0	0	1	1	0	1	1	0	1
indulgent	desire	1	1	1	1	0	1	1	1	1
divorce	divorce	-1	0	-1	-1	-1	1	1	-1	-1
Iraniens	side	0	0	0	0	1	0	1	0	0
acceptent	accept	1	1	1	1	1	1	1	0	1
gesticulation	gesture	1	0	0	0	0	0	1	0	0
précautionneuse	be	0	1	0	0	0	0	1	0	1
muscler	strengthen	1	1	0	1	0	1	1	1	0
Nagasaki	do	1	1	1	0	0	1	1	0	1
tonus	boost	0	0	0	1	0	1	1	0	0
Hampton	come	0	1	0	0	0	0	1	0	0
éclaircissions	clarify	0	1	1	1	1	1	1	0	1
transbordeurs	ferry	0	0	0	1	1	1	0	-1	1
férocement	market	0	0	0	1	1	1	1	0	1
Schlüssel	present	1	1	1	1	1	1	1	0	1
surveillerait	monitor	0	1	1	1	1	0	1	0	0
dossier	issue	0	0	0	1	0	1	1	0	0
étonnent	surprise	1	1	1	1	1	0	1	0	1
binationaux	regard	1	1	1	1	1	1	1	1	1
organisé	hold	0	1	1	1	1	1	1	0	1
évangile	pay	0	0	-1	0	0	-1	1	0	-1
directivecadre	do	1	1	1	0	0	1	1	0	1
solderait	result	0	0	0	0	1	0	1	0	0
progiciels	package	0	0	0	1	1	0	1	0	1
comprimant	be	0	1	0	0	0	0	1	0	1
décelons	see	1	1	1	1	1	1	1	0	1
expéditifs	request	0	0	1	0	1	1	1	0	1
affaibliront	weaken	0	-1	0	-1	0	1	0	-1	0
B	fund	1	1	1	1	1	1	1	0	1
publierait	publish	1	1	1	1	1	1	1	0	1
fédérales	function	0	1	0	1	1	1	1	0	0
assouplis	make	0	0	0	1	0	0	1	0	0
démocratiquement	mean	0	0	0	0	0	-1	0	0	0
rampes	load	0	0	0	1	1	0	1	0	0
divorcé	divorce	-1	0	-1	-1	-1	1	1	-1	-1
accompagnons	be	0	1	0	0	0	0	1	0	1
divulguées	disclose	0	0	0	0	0	1	1	0	0
vendait	sell	0	0	0	0	1	1	1	0	1
prendrions	take	1	1	1	0	1	1	1	0	1
heurtant	clash	0	0	0	-1	0	1	1	0	0
rassurerait	reassure	1	1	1	1	0	1	1	1	1
respectait	respect	1	1	1	1	0	1	1	1	1
redes	phase	0	0	0	1	1	0	1	0	0
congélation	freeze	0	0	0	0	0	1	0	-1	0
Jové	be	0	1	0	0	0	0	1	0	1
trahissons	betray	1	-1	-1	-1	0	1	1	-1	0
Bhoutanais	process	0	0	1	1	1	1	1	0	0
Hawaii	own	0	1	1	1	1	1	1	0	1
Fatuzzo	deliver	1	1	1	1	0	1	1	0	1
compréhensive	understand	1	1	1	1	1	1	1	0	1
bouclent	close	0	1	1	0	0	1	1	0	1
chiffraient	be	0	1	0	0	0	0	1	0	1
engagements	pledge	1	1	1	1	1	1	1	0	1
soutienne	support	1	1	1	1	0	1	1	1	1
pénalisées	penalize	0	-1	0	-1	0	1	0	-1	0
restreintes	restrict	0	0	-1	-1	0	1	1	0	1
azimuts	place	0	0	1	1	1	1	1	0	1
oserons	dare	1	1	1	0	1	1	1	0	1
organise	be	0	1	0	0	0	0	1	0	1
émancipant	free	1	1	1	1	1	1	1	1	1
motivera	motivate	1	1	0	1	1	1	1	1	0
ironiquement	complete	1	1	1	1	1	1	1	0	1
dérangées	disturb	1	-1	0	-1	0	1	0	-1	0
nanoparticules	wish	1	1	1	1	1	1	1	1	1
Sornosa	raise	0	0	1	1	0	0	1	0	1
ravalées	repair	0	1	0	1	1	1	1	0	1
obligations	impose	0	0	1	1	1	0	1	0	1
remobiliser	track	-1	1	-1	-1	1	1	1	-1	1
procédurière	consider	1	1	1	1	1	1	1	0	1
PCCE	recognize	0	1	0	0	0	1	1	0	0
fini	end	0	1	0	0	1	0	1	0	0
transportables	can	0	0	0	0	0	1	1	0	1
relation	link	1	1	1	1	1	1	1	0	0
confortablement	sit	0	0	0	0	0	0	0	0	0
fine	end	0	1	0	0	1	0	1	0	0
résidentiels	house	1	1	0	1	1	1	1	1	1
utiliseront	be	0	1	0	0	0	0	1	0	1
éco-conditionnalité	protect	1	1	1	1	0	1	1	1	1
Kozloduy	power	1	0	0	0	0	0	1	0	1
plaire	please	0	0	0	1	0	1	1	1	0
plaira	like	1	1	1	1	0	1	1	1	1
appréciables	welcome	1	1	1	1	1	1	1	1	1
Kozloduj	station	0	0	0	0	1	0	1	0	0
tracas	amount	0	0	0	1	0	0	1	0	0
fêteront	celebrate	1	1	1	1	1	1	1	0	1
J’	have	1	1	1	0	0	1	1	0	1
manutention	handle	0	1	0	1	0	1	1	0	1
épanouissement	flourish	1	1	0	1	1	1	1	0	1
déblocages	engage	0	0	0	1	1	1	1	0	1
avoisinante	surround	0	0	-1	0	1	1	1	0	1
réussissent	be	0	1	0	0	0	0	1	0	1
surmontons	overcome	0	1	-1	0	1	0	1	0	1
paquet-prix	price	0	0	1	1	1	0	1	0	1
avoisinants	surround	0	0	-1	0	1	1	1	0	1
pelles	cordon	0	0	1	1	0	1	1	0	0
répétions	repeat	0	1	0	1	0	1	1	0	0
sous-entends	be	0	1	0	0	0	0	1	0	1
réorganisée	revamp	1	1	1	1	1	1	1	0	1
protectrice	protect	1	1	1	1	0	1	1	1	1
sous-entendu	imply	1	1	1	1	1	1	1	0	1
pénibles	embarrass	0	-1	0	-1	0	1	0	-1	0
retrouvé	found	1	1	1	1	1	1	1	1	1
inassimilée	shy	0	0	-1	-1	-1	1	0	-1	-1
prononcent	be	0	1	0	0	0	0	1	0	1
parlais	talk	0	0	0	0	0	1	1	0	0
tarir	dry	1	0	0	0	0	1	1	0	0
émergeait	emerge	1	1	0	0	0	1	1	0	1
Douvres	feel	1	1	1	0	0	0	1	0	1
annonçait	announce	1	1	1	1	1	1	1	0	1
écorner	be	0	1	0	0	0	0	1	0	1
changeraient	change	0	1	0	1	0	1	1	0	1
négligeable	mean	0	0	0	0	0	-1	0	0	0
contraster	contrast	0	0	0	0	0	0	1	0	0
recouvrer	recover	1	1	1	1	1	1	1	0	1
saouleries	take	1	1	1	0	1	1	1	0	1
rasées	raze	0	0	-1	-1	1	1	0	-1	1
vint	come	0	1	0	0	0	0	1	0	0
technicité	prevail	1	1	0	0	0	1	1	0	0
camarades	peer	0	1	0	0	1	1	1	0	1
jugulé	stop	0	0	0	-1	1	1	1	-1	0
législation	piece	0	0	0	0	1	0	1	0	1
Terre	face	0	0	0	0	1	1	1	0	1
gonflement	be	0	1	0	0	0	0	1	0	1
persécutés	persecute	0	-1	-1	-1	0	1	0	-1	1
arrêterait	stop	0	0	0	-1	1	1	1	-1	0
réparties	distribute	1	1	1	0	1	1	1	0	1
disparités	exist	1	1	1	0	1	0	1	0	1
attrayantes	appeal	0	0	-1	-1	-1	1	1	0	0
hold	hold	0	1	1	1	1	1	1	0	1
perçant	happen	0	0	0	0	0	0	-1	0	0
King	say	0	0	0	0	0	0	1	0	0
urbanisme	plan	1	1	1	1	1	1	1	0	1
gagnera	gain	1	1	1	1	1	1	1	0	1
exhumer	dig	0	0	0	0	0	0	1	0	0
mobiliers	stock	0	0	1	1	1	1	1	0	1
préfèreraient	prefer	0	0	1	1	1	1	1	0	1
rangeait	come	0	1	0	0	0	0	1	0	0
rétablisse	restore	1	1	1	1	0	1	1	1	1
joindre	join	1	1	1	1	1	1	1	1	1
scellent	be	0	1	0	0	0	0	1	0	1
joindra	join	1	1	1	1	1	1	1	1	1
surgissement	bring	0	0	1	1	0	0	1	0	0
recruteurs	recruit	1	1	1	1	1	1	1	0	1
diligente	prompt	1	1	1	1	1	1	1	1	1
retrouve	be	0	1	0	0	0	0	1	0	1
incinérateurs	plant	1	1	1	1	1	1	1	0	1
non-spécialistes	involve	0	0	0	0	1	1	1	0	0
Sterckx	report	0	0	-1	1	0	0	1	0	-1
irremplaçables	replace	0	1	0	0	1	1	1	0	1
rapatriés	repatriate	0	0	-1	-1	0	1	1	-1	1
marginalisé	be	0	1	0	0	0	0	1	0	1
Reserve	down	0	0	0	0	0	0	1	0	0
côtières	state	0	1	1	1	0	1	1	0	0
dissimuler	conceal	-1	0	-1	0	0	1	1	0	0
cigale	consolidate	1	0	0	1	1	1	1	0	1
diagramme	view	0	0	0	1	0	1	1	0	0
Bushill-Matthews	draw	0	0	1	1	1	1	0	0	0
auriez	have	1	1	1	0	0	1	1	0	1
asséner	deal	0	0	0	0	0	0	0	0	0
enterreront	bury	1	1	0	0	-1	1	1	-1	-1
engageait	commit	-1	-1	0	0	-1	0	1	0	-1
saisirai	take	1	1	1	0	1	1	1	0	1
rétabliront	restore	1	1	1	1	0	1	1	1	1
transformations	change	0	1	0	1	0	1	1	0	1
rétablirons	restore	1	1	1	1	0	1	1	1	1
empruntée	take	1	1	1	0	1	1	1	0	1
Klironomos	approach	0	1	1	0	1	1	1	0	1
électorale	vote	0	0	0	1	1	1	1	0	0
annexant	annex	0	0	1	1	1	1	1	0	1
professées	time	0	0	1	0	1	0	1	0	1
Musotto	set	0	0	1	1	1	1	1	0	1
siècles	age	0	0	0	-1	0	1	1	0	0
échéant	appropriate	0	1	1	1	1	1	1	0	1
condisciples	peer	0	1	0	0	1	1	1	0	1
meeting	meet	0	1	1	1	1	1	1	0	1
empruntés	take	1	1	1	0	1	1	1	0	1
appréciable	welcome	1	1	1	1	1	1	1	1	1
étendues	extend	0	1	1	1	1	1	1	0	1
subjectif	see	1	1	1	1	1	1	1	0	1
estimé	estimate	1	1	1	0	0	1	1	0	1
insisterez	insist	0	0	1	0	0	1	1	0	1
concurrences	withstand	-1	1	0	0	0	-1	1	0	0
mesureront	measure	0	1	0	0	0	0	1	0	1
élagage	be	0	1	0	0	0	0	1	0	1
marionnettes	like	1	1	1	1	0	1	1	1	1
reposait	base	0	1	1	1	1	1	1	0	1
rupture	break	0	0	-1	-1	1	1	1	0	1
brûlée	burn	0	-1	-1	-1	0	1	1	-1	0
superposer	impose	0	0	1	1	1	0	1	0	1
entré	enter	1	1	1	0	1	1	1	0	1
puissant	major	0	1	0	0	1	1	1	0	1
sous-titre	read	0	0	1	0	1	0	1	0	1
campent	be	0	1	0	0	0	0	1	0	1
mercredi	sit	0	0	0	0	0	0	0	0	0
insuffisances	lack	0	0	0	0	-1	1	1	0	-1
dénouer	resolve	-1	1	0	0	1	-1	1	0	1
rongé	eat	0	1	1	-1	1	1	1	0	1
couraient	be	0	1	0	0	0	0	1	0	1
Pancevo	damage	1	-1	0	-1	0	1	-1	-1	0
accablante	overwhelm	0	-1	-1	-1	0	1	-1	-1	0
empiéteraient	clash	0	0	0	-1	0	1	1	0	0
capturés	catch	0	1	0	0	1	1	1	0	1
ajoutaient	add	1	1	1	1	1	0	1	0	1
marginalise	set	0	0	1	1	1	1	1	0	1
gestionnaires	manage	1	1	1	1	1	1	1	0	1
mesurable	measure	0	1	0	0	0	0	1	0	1
ingrédient	process	0	0	1	1	1	1	1	0	0
accablants	overwhelm	0	-1	-1	-1	0	1	-1	-1	0
calendes	postpone	0	0	0	-1	0	1	1	0	0
persévérant	continue	1	1	1	1	1	0	1	0	1
employés	employ	1	1	1	1	1	1	1	0	1
minutie	care	1	1	1	1	0	1	1	0	1
réagisse	react	0	0	0	0	0	0	1	0	0
puis	can	0	0	0	0	0	1	1	0	1
aiderai	help	1	1	0	1	0	1	1	1	0
coordonnateur	picture	0	0	0	0	0	1	1	0	0
redécouvrir	be	0	1	0	0	0	0	1	0	1
textile	clothe	0	-1	0	-1	0	1	0	1	1
brûlés	burn	0	-1	-1	-1	0	1	1	-1	0
puce	chip	0	0	0	0	1	1	1	0	1
scientifiques	research	0	-1	1	1	1	1	1	0	1
désolant	devastate	1	-1	0	-1	0	1	-1	-1	0
rechercherait	be	0	1	0	0	0	0	1	0	1
héritages	be	0	1	0	0	0	0	1	0	1
estime	believe	0	0	1	1	0	1	1	1	1
avalent	swallow	0	-1	1	1	0	1	1	0	1
brûlage	burn	0	-1	-1	-1	0	1	1	-1	0
Cameroun	institute	1	1	1	1	1	1	1	0	1
emprunts-prêts	borrow	0	0	1	0	1	1	1	0	0
rabats	go	0	0	0	0	0	0	1	0	0
butoirs	target	0	0	0	1	0	0	0	0	0
armes	arm	0	0	0	-1	0	1	0	-1	0
entra	come	0	1	0	0	0	0	1	0	0
répandue	spread	-1	-1	0	1	0	-1	1	0	0
coordinatrice	coordinate	0	0	0	1	0	-1	0	0	0
finesse	fine	0	1	1	1	1	1	1	1	1
entre	enter	1	1	1	0	1	1	1	0	1
concrétisant	form	1	1	1	1	1	1	1	0	1
maîtresse	thrust	0	0	0	-1	0	0	0	-1	0
notaires	position	0	0	0	1	0	1	1	0	0
répandus	spread	-1	-1	0	1	0	-1	1	0	0
accablera	crush	0	0	-1	-1	1	1	1	-1	0
religieuse	worship	1	1	1	1	1	1	1	1	1
désavantagerait	be	0	1	0	0	0	0	1	0	1
caractérisent	be	0	1	0	0	0	0	1	0	1
étoffer	develop	0	1	0	1	0	0	1	0	0
çà	go	0	0	0	0	0	0	1	0	0
passerai	move	0	0	0	1	0	1	1	0	0
monnaies	coin	0	0	0	0	1	1	1	0	1
dormons	be	0	1	0	0	0	0	1	0	1
prévalent	prevail	1	1	0	0	0	1	1	0	0
taxant	tax	0	0	1	1	1	0	1	0	1
calibre	light	0	1	1	1	0	1	1	0	1
ajusté	adjust	0	0	0	1	0	1	1	0	0
affecté	affect	1	0	0	0	0	1	1	0	0
relatent	report	0	0	-1	1	0	0	1	0	-1
contacté	contact	0	0	1	0	1	1	1	1	1
intermodales	hope	1	1	1	1	0	0	1	0	1
pernicieuse	plunge	0	-1	0	-1	0	0	1	-1	0
bio	farm	0	1	1	1	1	1	1	0	1
préférions	prefer	0	0	1	1	1	1	1	0	1
forcer	force	0	0	0	-1	0	1	0	-1	0
isthme	matter	0	0	0	-1	0	1	1	0	0
spécialisée	specialize	1	1	1	0	1	1	1	0	1
endeuillés	grieve	0	1	1	0	-1	1	1	0	-1
industrialisées	industrialize	0	1	0	1	1	1	1	0	1
avouait	have	1	1	1	0	0	1	1	0	1
rassemblaient	collect	1	1	1	1	1	1	1	0	1
biogaz	go	0	0	0	0	0	0	1	0	0
caressons	wish	1	1	1	1	1	1	1	1	1
cognitive	learn	1	1	1	0	1	1	1	0	1
présideront	be	0	1	0	0	0	0	1	0	1
répondrons	respond	0	1	0	0	0	1	1	0	1
remercierai	thank	1	1	1	1	1	1	1	1	1
dénote	be	0	1	0	0	0	0	1	0	1
regrettent	regret	-1	0	-1	-1	-1	-1	1	0	-1
répondront	respond	0	1	0	0	0	1	1	0	1
lignée	line	0	0	0	0	1	0	1	0	1
cueillis	be	0	1	0	0	0	0	1	0	1
cueillir	reap	1	1	1	0	1	1	1	0	1
cédons	give	0	1	1	0	0	0	1	0	1
défilés	march	0	0	0	0	0	0	1	0	0
remettraient	undermine	0	-1	0	-1	0	1	0	0	0
accueillera	host	1	1	1	1	1	1	1	0	1
fébrilité	amount	0	0	0	1	0	0	1	0	0
efforcer	try	0	1	1	0	1	1	1	0	0
réglementation	rule	1	1	1	1	1	1	1	0	1
ça	be	0	1	0	0	0	0	1	0	1
oscillations	swing	0	1	0	0	1	0	1	0	0
calibré	protect	1	1	1	1	0	1	1	1	1
main-d’	work	1	1	1	1	0	1	1	0	1
devait	be	0	1	0	0	0	0	1	0	1
devais	have	1	1	1	0	0	1	1	0	1
revalorisé	become	0	0	0	0	0	0	1	0	0
contacts	contact	0	0	1	0	1	1	1	1	1
feignant	blind	0	0	-1	-1	0	1	1	0	0
suffisance	clear	0	1	1	1	1	1	1	0	1
criant	shout	0	1	0	0	0	1	1	0	0
contacte	contact	0	0	1	0	1	1	1	1	1
ajuste	adjust	0	0	0	1	0	1	1	0	0
affecte	affect	1	0	0	0	0	1	1	0	0
revêtir	be	0	1	0	0	0	0	1	0	1
inoccupés	go	0	0	0	0	0	0	1	0	0
actrices	form	1	1	1	1	1	1	1	0	1
perdue	lose	0	0	0	-1	-1	1	1	0	-1
costumes	suit	0	0	0	-1	0	1	1	0	0
inconséquentes	mean	0	0	0	0	0	-1	0	0	0
David	fear	-1	0	-1	0	-1	0	1	0	-1
restrictive	restrict	0	0	-1	-1	0	1	1	0	1
troublant	disturb	1	-1	0	-1	0	1	0	-1	0
interceptés	intercept	0	0	0	-1	0	1	1	-1	1
cordes	string	0	1	0	1	0	1	1	0	0
conviendrons	agree	0	0	0	0	1	1	1	0	1
Davis	be	0	1	0	0	0	0	1	0	1
puissantes	force	0	0	0	-1	0	1	0	-1	0
Laan	report	0	0	-1	1	0	0	1	0	-1
gravées	etch	0	0	0	-1	0	1	-1	0	0
Jerónimo	correct	0	0	0	1	0	1	1	0	0
piles	pile	0	0	0	-1	0	0	1	0	0
maquignonnage	trade	0	1	1	1	1	1	1	0	1
tenante	delay	-1	0	-1	-1	-1	0	1	0	-1
impropre	misuse	0	-1	-1	-1	-1	1	1	-1	-1
graduation	graduate	1	1	1	1	1	1	1	0	1
détermineraient	determine	0	0	0	0	0	0	1	0	1
boules	hang	0	0	0	1	0	1	1	0	0
drame	happen	0	0	0	0	0	0	-1	0	0
amidons	enhance	1	1	1	1	0	1	1	0	1
boulet	burden	0	-1	-1	-1	-1	0	1	0	-1
chargerons	care	1	1	1	1	0	1	1	0	1
amélioreraient	improve	1	1	1	1	0	1	1	0	1
tenants	advocate	1	1	1	1	1	1	1	0	1
chargeront	do	1	1	1	0	0	1	1	0	1
trompiez	mistake	0	0	-1	-1	-1	1	1	-1	-1
pollution	pollute	0	-1	0	-1	0	1	-1	0	0
fuir	flee	-1	0	-1	0	0	1	1	0	0
fuit	be	0	1	0	0	0	0	1	0	1
déroulerait	place	0	0	1	1	1	1	1	0	1
réitèrent	reiterate	0	1	0	1	1	1	1	0	0
démocrate-chrétien	appear	1	0	1	0	0	1	1	0	1
Århus	test	0	1	1	0	1	1	1	0	1
Neyts-Uyttebroeck	give	0	1	1	0	0	0	1	0	1
VDR	function	0	1	0	1	1	1	1	0	0
État-membre	cost	0	-1	0	0	0	0	1	-1	0
effarant	alarm	0	0	0	-1	0	1	1	-1	0
enseignés	teach	0	1	1	1	1	1	1	0	1
rappelaient	be	0	1	0	0	0	0	1	0	1
citoyen	man	0	0	0	0	0	1	1	0	1
vaudrait	be	0	1	0	0	0	0	1	0	1
réputée	be	0	1	0	0	0	0	1	0	1
moulin	mill	0	0	0	-1	1	1	1	0	1
enseignée	teach	0	1	1	1	1	1	1	0	1
Flemming	say	0	0	0	0	0	0	1	0	0
adhérence	grip	0	0	0	0	0	1	1	0	0
famines	bring	0	0	1	1	0	0	1	0	0
réputés	know	1	1	1	0	1	1	1	0	1
sursaut	leap	0	0	0	0	0	1	1	0	0
préférerai	prefer	0	0	1	1	1	1	1	0	1
occultent	obscure	0	0	0	1	0	1	1	0	0
errant	wander	0	1	0	0	0	1	1	0	1
Steel	adopt	1	1	1	1	1	1	1	0	1
plutôt	tend	1	1	1	1	0	1	1	1	1
consciencieuse	dedicate	1	1	1	1	1	1	1	0	1
possède	have	1	1	1	0	0	1	1	0	1
biaisés	distort	0	0	0	-1	0	1	0	0	0
théologie	do	1	1	1	0	0	1	1	0	1
moisir	rot	0	-1	-1	-1	0	0	-1	-1	1
meuvent	time	0	0	1	0	1	0	1	0	1
société-mère	group	0	0	0	1	1	0	1	0	1
Morillon	prepare	1	1	1	1	1	1	1	1	1
achemine	move	0	0	0	1	0	1	1	0	0
biaisée	distort	0	0	0	-1	0	1	0	0	0
exhiber	show	1	1	1	0	1	0	1	0	0
commentais	comment	0	0	0	0	0	1	1	0	1
contrarieraient	back	1	1	1	1	1	1	1	1	1
baigné	swim	0	1	1	0	1	1	1	0	1
identifiant	identify	0	0	-1	0	0	1	1	0	0
originale	own	0	1	1	1	1	1	1	0	1
directes	direct	0	0	1	1	0	1	1	0	1
alimenter	fuel	0	0	0	1	1	1	1	0	1
obtiendraient	obtain	1	1	1	0	1	1	1	0	1
inopinément	catch	0	1	0	0	1	1	1	0	1
matérialisé	make	0	0	0	1	0	0	1	0	0
habituions	serve	1	1	1	1	1	1	1	0	1
surveillaient	be	0	1	0	0	0	0	1	0	1
manichéenne	move	0	0	0	1	0	1	1	0	0
déshonneur	bring	0	0	1	1	0	0	1	0	0
aliénés	alienate	1	-1	0	-1	0	1	0	-1	1
essayer	try	0	1	1	0	1	1	1	0	0
Draskovic	collaborate	0	1	1	1	1	1	1	0	1
rappelez	remember	1	1	1	1	1	1	1	1	1
sommes	be	0	1	0	0	0	0	1	0	1
%	figure	0	0	0	0	0	0	0	0	0
fils/	couple	0	0	0	1	0	0	1	0	0
cibleront	target	0	0	0	1	0	0	0	0	0
affinons	refine	0	1	0	1	1	1	1	0	1
éloge	praise	1	1	1	1	1	1	1	1	1
Personne	word	0	1	0	0	0	0	1	0	0
remuer	pull	0	0	0	0	0	0	1	0	0
filtres	filter	0	0	0	1	1	1	1	0	0
quoique	be	0	1	0	0	0	0	1	0	1
émettrices	issue	0	0	0	1	0	1	1	0	0
poumon	land	0	0	1	0	0	1	1	0	1
pesticides	plant	1	1	1	1	1	1	1	0	1
renoncera	give	0	1	1	0	0	0	1	0	1
Aelvoet	congratulate	1	1	1	1	1	1	1	1	1
passionnels	excite	0	0	0	-1	0	1	0	-1	0
auto-évaluation	urge	1	1	1	1	0	1	1	1	1
désagréablement	found	1	1	1	1	1	1	1	1	1
Recherche	research	0	-1	1	1	1	1	1	0	1
largeur	gauge	0	0	0	1	1	0	1	0	0
inquiétude	concern	1	-1	0	-1	0	1	1	-1	0
pape	state	0	1	1	1	0	1	1	0	0
affaiblit	weaken	0	-1	0	-1	0	1	0	-1	0
affaiblis	weaken	0	-1	0	-1	0	1	0	-1	0
affaiblir	weaken	0	-1	0	-1	0	1	0	-1	0
affectionne	love	1	1	1	1	1	1	1	1	1
voterons	vote	0	0	0	1	1	1	1	0	0
désuètes	place	0	0	1	1	1	1	1	0	1
lent	slow	0	-1	0	-1	0	1	-1	0	0
accentuent	increase	1	1	0	1	0	1	1	0	1
affaiblie	weaken	0	-1	0	-1	0	1	0	-1	0
guident	guide	0	0	1	1	1	1	1	1	1
Gallou	criticize	-1	0	-1	-1	0	0	1	-1	-1
rayonne	be	0	1	0	0	0	0	1	0	1
baigne	be	0	1	0	0	0	0	1	0	1
négatives	damage	1	-1	0	-1	0	1	-1	-1	0
exhaustives	complete	1	1	1	1	1	1	1	0	1
compliquées	complicate	0	-1	0	-1	0	1	0	0	0
paralysants	paralyze	0	-1	0	-1	0	1	0	-1	0
coût-efficacité	cost	0	-1	0	0	0	0	1	-1	0
sombrent	sink	0	0	0	-1	1	0	0	-1	0
trombes	come	0	1	0	0	0	0	1	0	0
2003	give	0	1	1	0	0	0	1	0	1
recevrez	receive	1	1	1	0	1	1	1	0	1
matérialise	materialize	0	0	0	0	0	0	1	0	0
exerçant	exercise	1	1	1	1	1	1	1	0	1
décrites	describe	0	0	0	1	0	0	1	0	1
2004	cover	0	0	0	1	1	1	1	0	0
défaire	rid	0	0	0	0	0	0	1	0	1
épatant	lack	0	0	0	0	-1	1	1	0	-1
2008	last	0	0	0	0	0	-1	-1	0	0
pourraient	can	0	0	0	0	0	1	1	0	1
paralysante	cripple	0	-1	0	-1	0	1	0	-1	1
comptés	count	0	0	1	1	1	1	1	0	1
brouillent	water	0	-1	0	-1	0	1	1	0	1
saisirez	do	1	1	1	0	0	1	1	0	1
décommunautarisation	rush	0	0	-1	-1	1	1	1	-1	0
déformations	lead	0	1	1	1	1	0	1	0	1
Sumatra	involve	0	0	0	0	1	1	1	0	0
rustine	plaster	0	-1	1	1	1	1	1	0	1
transparaîtront	progress	1	1	0	1	1	1	1	0	1
proviennent	come	0	1	0	0	0	0	1	0	0
rouage	wheel	0	0	0	0	1	1	1	0	1
calculés	calculate	0	1	0	0	0	0	1	0	0
incliner	bow	0	0	0	0	0	1	1	0	0
oseront	dare	1	1	1	0	1	1	1	0	1
assaillants	campaign	0	0	1	1	1	1	1	-1	1
maints	number	0	0	0	1	0	0	1	0	0
paramédical	repair	0	1	0	1	1	1	1	0	1
calculée	calculate	0	1	0	0	0	0	1	0	0
puiserons	concern	1	-1	0	-1	0	1	1	-1	0
puiseront	reside	0	1	1	1	1	1	1	0	1
d'	be	0	1	0	0	0	0	1	0	1
atlas	map	0	0	0	0	0	1	1	0	1
corporative	occupy	0	0	0	0	1	1	1	0	1
fatal	blow	0	0	0	0	0	0	1	0	0
citerais	mention	0	1	0	0	0	1	1	0	0
brigade	be	0	1	0	0	0	0	1	0	1
bénie	bless	1	1	1	1	1	1	1	1	1
ordonnance	order	0	0	0	-1	0	0	1	0	0
restreignent	restrict	0	0	-1	-1	0	1	1	0	1
chargée	charge	-1	0	0	-1	1	1	1	-1	1
bénin	major	0	1	0	0	1	1	1	0	1
Ecosoc	make	0	0	0	1	0	0	1	0	0
élevée	level	0	1	1	1	1	0	1	0	1
mous	claim	1	1	1	0	1	1	1	0	1
déchaînée	unleash	0	0	1	1	0	1	1	0	1
étayait	back	1	1	1	1	1	1	1	1	1
étudier	study	1	0	1	1	1	1	1	0	1
dissuadé	deter	0	0	0	-1	0	1	1	-1	0
disculpés	be	0	1	0	0	0	0	1	0	1
usagées	waste	0	-1	0	-1	-1	1	1	0	-1
bénir	bless	1	1	1	1	1	1	1	1	1
étudiez	be	0	1	0	0	0	0	1	0	1
chargés	charge	-1	0	0	-1	1	1	1	-1	1
