de Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
weist	point	0	0	0	0	1	0	1	0	0
Gas	speed	1	1	0	1	0	1	1	0	0
Brennstoffen	fuel	0	0	0	1	1	1	1	0	1
weise	reject	0	0	-1	-1	0	1	1	0	0
Preissteigerungsrate	price	0	0	1	1	1	0	1	0	1
Verhandlungsstand	state	0	1	1	1	0	1	1	0	0
bezeugen	testify	0	1	0	0	0	1	1	0	1
Sammlung	collect	1	1	1	1	1	1	1	0	1
beispielhaft	model	0	0	0	1	1	1	1	0	1
heizen	heat	0	0	0	1	0	0	-1	0	1
zurückzuschicken	send	1	1	1	0	1	1	1	0	1
beunruhigen	concern	1	-1	0	-1	0	1	1	-1	0
Überwachungsaufgaben	monitor	0	1	1	1	1	0	1	0	0
zufriedengestellt	satisfy	1	1	0	1	0	1	1	1	1
bedenkenlos	infringe	0	-1	0	-1	0	1	1	0	0
Agrarreform	reform	1	1	0	1	0	1	1	0	1
eingepflanzt	implant	0	0	1	1	0	1	1	0	1
Repräsentation	represent	0	1	0	1	0	1	1	0	0
Forschungskosten	research	0	-1	1	1	1	1	1	0	1
Unterdrückung	suppress	0	0	-1	-1	0	1	1	-1	0
Überfälle	attack	0	-1	-1	-1	1	1	0	-1	0
Politik-Mix	mix	0	0	0	1	1	0	1	0	1
Urlaubs	leave	0	0	0	0	0	0	1	-1	0
Genehmigungspflicht	license	0	1	1	1	1	1	1	0	1
stützen	base	0	1	1	1	1	1	1	0	1
Themenbereiche	issue	0	0	0	1	0	1	1	0	0
zusammengefunden	join	1	1	1	1	1	1	1	1	1
Zeuge	witness	0	1	1	1	0	1	1	0	1
Konturen	outline	1	1	1	1	1	1	1	0	1
leerem	empty	0	0	0	1	0	0	1	0	0
Gifte	poison	0	-1	-1	-1	0	1	0	-1	1
geleiten	guide	0	0	1	1	1	1	1	1	1
Evaluation	evaluate	0	0	1	0	0	1	1	0	0
Grundpfeiler	block	0	0	-1	-1	0	1	1	0	-1
gerichtlicher	institute	1	1	1	1	1	1	1	0	1
Luftgrenzen	air	0	0	0	-1	0	1	0	0	0
Großkonzernen	concern	1	-1	0	-1	0	1	1	-1	0
gerichtlichen	court	1	1	1	1	1	1	1	1	1
resultierenden	result	0	0	0	0	1	0	1	0	0
Zusammenhang	relate	0	1	1	1	0	1	1	0	1
leeres	empty	0	0	0	1	0	0	1	0	0
Abfallstoffe	waste	0	-1	0	-1	-1	1	1	0	-1
geleitet	lead	0	1	1	1	1	0	1	0	1
steuerte	dig	0	0	0	0	0	0	1	0	0
Fotografien	photograph	0	1	0	0	0	1	1	0	1
bricht	break	0	0	-1	-1	1	1	1	0	1
Umbrüche	change	0	1	0	1	0	1	1	0	1
Push-System	push	0	0	-1	-1	0	1	1	-1	0
Verbraucherkreditrichtlinie	credit	1	0	1	1	1	1	1	1	1
zusammenwachsenden	grow	1	1	1	1	1	1	1	0	1
Tarifpolitik	wage	0	1	1	1	1	1	1	0	1
Arbeitsfeld	field	0	0	1	1	1	1	1	0	0
Kompromißbereitschaft	compromise	0	-1	0	-1	-1	1	0	0	0
Rebellenbewegungen	rebel	0	0	0	-1	0	1	1	-1	1
Wahrscheinlichkeit	occur	1	1	0	1	0	1	0	1	0
Korrektheit	correct	0	0	0	1	0	1	1	0	0
gehandelt	act	0	0	0	0	0	0	1	0	0
Arm	arm	0	0	0	-1	0	1	0	-1	0
maximale	maximize	0	1	0	0	1	1	1	0	0
Staatsstreich	manipulate	0	0	0	0	0	1	1	0	1
bekriegen	wage	0	1	1	1	1	1	1	0	1
zuzulegen	gear	0	0	0	1	1	1	0	0	0
Kandidatur	stand	0	1	1	0	1	0	1	0	0
Planungsverfahren	plan	1	1	1	1	1	1	1	0	1
gedient	serve	1	1	1	1	1	1	1	0	1
Kursänderung	change	0	1	0	1	0	1	1	0	1
gefundenen	reach	0	1	0	0	0	1	1	0	0
fortgeschrieben	consolidate	1	0	0	1	1	1	1	0	1
anwendbar	apply	0	1	1	1	1	1	1	0	1
Personalreform	staff	1	1	1	1	1	1	1	0	1
Sturmschäden	storm	0	-1	-1	-1	0	1	1	-1	1
Gegenwert	value	1	1	1	1	0	1	1	1	1
gegenzusteuern	counter	0	0	0	1	0	1	1	0	0
Verbotsliste	ban	0	-1	-1	-1	0	1	1	0	0
fälschen	falsify	0	0	1	1	0	1	1	0	1
verzetteln	disperse	0	0	-1	-1	0	1	1	-1	0
behandelt	treat	1	1	1	1	0	1	1	1	1
nähme	load	0	0	0	1	1	0	1	0	0
Emissionsrechte	pollute	0	-1	0	-1	0	1	-1	0	0
vorwärts	forward	1	1	0	1	1	1	1	0	1
Laichgebiete	spawn	0	0	0	0	1	1	0	0	1
steuerfrei	exempt	0	0	-1	-1	0	0	1	0	0
Riesenschritten	leap	0	0	0	0	0	1	1	0	0
Haushaltsentwurfs	draft	1	1	1	1	1	1	1	0	1
Kraftstoffeinsparungen	fuel	0	0	0	1	1	1	1	0	1
Tatbestände	act	0	0	0	0	0	0	1	0	0
behandeln	deal	0	0	0	0	0	0	0	0	0
Fenster	drain	0	0	0	0	1	1	1	0	0
durchgängige	integrate	1	0	0	1	1	1	1	0	0
Schließung	close	0	1	1	0	0	1	1	0	1
verarbeitenden	manufacture	1	1	1	1	1	1	1	0	1
Öl	fuel	0	0	0	1	1	1	1	0	1
Volk	elect	1	1	1	1	1	1	1	1	1
Wirtschaftsprozesse	process	0	0	1	1	1	1	1	0	0
mitzugestalten	shape	1	1	0	1	1	1	1	0	0
Prüfungsarbeiten	correct	0	0	0	1	0	1	1	0	0
Besprechungen	interact	0	1	0	0	0	1	1	0	1
Freihandels	free	1	1	1	1	1	1	1	1	1
Länderebene	level	0	1	1	1	1	0	1	0	1
Übergreifen	spill	0	0	0	-1	-1	1	1	0	-1
Einfachheit	simplify	1	1	0	1	1	1	1	0	0
bröckeln	crumble	0	-1	0	-1	0	0	0	0	0
bezweckt	aim	0	0	0	1	1	0	1	0	1
ausbreitete	spread	-1	-1	0	1	0	-1	1	0	0
erholen	recover	1	1	1	1	1	1	1	0	1
niedergeschrieben	write	1	1	1	1	1	1	1	0	1
ungeschehen	bring	0	0	1	1	0	0	1	0	0
Klimawandel	change	0	1	0	1	0	1	1	0	1
Exportbeschränkungen	export	0	0	1	0	1	1	1	0	1
förderungswürdig	deserve	1	1	1	0	1	1	1	0	1
finanzierten	finance	1	1	1	1	1	1	1	0	1
finanziertes	fund	1	1	1	1	1	1	1	0	1
Preisvorschläge	price	0	0	1	1	1	0	1	0	1
vereinzelte	isolate	0	0	-1	-1	0	1	1	-1	0
festhielt	insist	0	0	1	0	0	1	1	0	1
Fahrgastzahlen	outweigh	0	0	0	1	0	1	1	0	0
beschrieben	describe	0	0	0	1	0	0	1	0	1
kontaminiertem	contaminate	0	-1	0	-1	0	1	-1	0	0
Festsetzung	set	0	0	1	1	1	1	1	0	1
Terrain	grind	0	0	0	-1	0	0	1	0	1
Gesamtschaden	damage	1	-1	0	-1	0	1	-1	-1	0
zerstörerische	devastate	1	-1	0	-1	0	1	-1	-1	0
ganzheitliche	integrate	1	0	0	1	1	1	1	0	0
Weisen	pay	0	0	-1	0	0	-1	1	0	-1
abgebracht	dissuade	-1	0	-1	-1	0	1	0	-1	0
dringenden	press	0	1	0	-1	0	1	1	-1	0
Ahndung	punish	0	0	-1	-1	0	1	1	-1	-1
Gradmesser	gauge	0	0	0	1	1	0	1	0	0
verlorene	lose	0	0	0	-1	-1	1	1	0	-1
gehorchen	obey	0	1	1	1	0	1	1	-1	1
Grenzstreitigkeiten	dispute	0	0	-1	-1	-1	1	1	0	-1
Rechtsschutz	administer	1	1	1	1	0	1	1	0	1
dringender	press	0	1	0	-1	0	1	1	-1	0
dringendes	press	0	1	0	-1	0	1	1	-1	0
Aussicht	promise	1	1	1	1	1	1	1	0	1
nachgeforscht	investigate	0	1	0	0	1	1	1	0	0
Anhängen	annex	0	0	1	1	1	1	1	0	1
vollauf	justify	0	0	1	1	1	1	1	0	1
fixierten	write	1	1	1	1	1	1	1	0	1
Energieversorgung	supply	0	0	1	1	1	1	1	0	1
Anhänger	advocate	1	1	1	1	1	1	1	0	1
wussten	know	1	1	1	0	1	1	1	0	1
erkundigt	ask	0	0	0	0	1	1	1	0	0
Gesamtfläche	total	0	0	0	0	0	1	1	0	0
Binnenmarktprogramm	single	0	0	0	-1	0	0	1	0	0
zuzuerkennen	grant	0	0	1	1	0	1	1	0	1
Finanzierungsprojekte	project	0	0	1	1	1	1	1	0	1
behauptet	claim	1	1	1	0	1	1	1	0	1
Ersatzteilhersteller	spare	0	1	0	1	0	1	1	0	1
ertönt	ring	0	1	0	1	0	-1	1	0	0
schädigen	damage	1	-1	0	-1	0	1	-1	-1	0
Informationssystem	wire	0	0	0	-1	0	1	1	0	0
Anschluß	follow	0	0	1	1	1	1	1	0	1
carte	suit	0	0	0	-1	0	1	1	0	0
Wasserinitiative	water	0	-1	0	-1	0	1	1	0	1
Landwirten	farm	0	1	1	1	1	1	1	0	1
behaupten	say	0	0	0	0	0	0	1	0	0
Personalkosten	staff	1	1	1	1	1	1	1	0	1
verschwundenen	disappear	0	0	0	0	0	0	1	0	0
verschwundener	disappear	0	0	0	0	0	0	1	0	0
Parlamentarier	recite	1	1	1	1	1	1	1	0	1
kleingeredet	play	1	1	1	1	1	1	1	0	1
Befürchtungen	fear	-1	0	-1	0	-1	0	1	0	-1
Bestechungen	bribe	0	0	1	1	1	1	1	-1	1
Unrecht	mistake	0	0	-1	-1	-1	1	1	-1	-1
Vertragsabschluss	contract	-1	0	-1	0	-1	-1	1	0	-1
Gesetzesvorschläge	propose	0	1	1	1	0	0	1	0	1
variieren	vary	0	0	1	0	1	0	1	0	0
Sondergerichte	court	1	1	1	1	1	1	1	1	1
verunglimpfen	contaminate	0	-1	0	-1	0	1	-1	0	0
überschritten	exceed	0	0	0	0	0	0	1	0	0
erdulden	suffer	-1	1	-1	0	-1	-1	1	0	-1
Pakt	alter	0	0	0	0	0	1	1	0	1
zurückgibt	back	1	1	1	1	1	1	1	1	1
aufgetan	open	1	1	1	1	0	0	1	0	1
Klage	appeal	0	0	-1	-1	-1	1	1	0	0
fachlichen	farm	0	1	1	1	1	1	1	0	1
Hallen	shed	0	1	0	0	0	1	1	0	0
angekündigte	announce	1	1	1	1	1	1	1	0	1
Anführung	bring	0	0	1	1	0	0	1	0	0
ebnet	pave	1	1	0	1	1	0	1	0	0
wirkte	have	1	1	1	0	0	1	1	0	1
vorwärtsbewegt	move	0	0	0	1	0	1	1	0	0
schmeißen	throw	0	0	0	0	0	1	1	0	1
geschraubt	scale	0	0	0	0	0	0	1	0	0
Kontrollregeln	control	1	0	1	0	1	1	1	0	1
vorschriftsgemäß	accord	1	0	0	1	0	1	1	0	1
ankamen	arrive	0	0	0	0	0	0	1	0	1
Zuständigkeitsbereiche	power	1	0	0	0	0	0	1	0	1
verbergen	hide	0	0	0	0	0	0	1	1	0
Deal	deal	0	0	0	0	0	0	0	0	0
Führungsrolle	lead	0	1	1	1	1	0	1	0	1
Zerrbild	caricature	0	0	0	1	0	1	1	0	0
Zuständigkeitsbereichs	mandate	0	0	1	1	0	1	1	0	1
Hilfemaßnahmen	aid	1	1	1	1	0	1	1	1	1
bevor	face	0	0	0	0	1	1	1	0	1
Maßnahmenbündel	package	0	0	0	1	1	0	1	0	1
Preiswettbewerb	price	0	0	1	1	1	0	1	0	1
Studiums	study	1	0	1	1	1	1	1	0	1
schier	lure	0	0	0	0	1	1	0	0	0
Wassermanagement	water	0	-1	0	-1	0	1	1	0	1
schien	seem	0	0	0	0	0	-1	0	0	0
schief	desire	1	1	1	1	0	1	1	1	1
market	market	0	0	0	1	1	1	1	0	1
Bereitstellen	provide	1	1	1	1	1	1	1	0	1
Gesetzesverstöße	breach	0	-1	0	-1	0	1	1	-1	0
ertappt	catch	0	1	0	0	1	1	1	0	1
Finanzwesens	finance	1	1	1	1	1	1	1	0	1
berücksichtigende	account	0	0	0	0	0	1	1	0	0
Abkommens	accord	1	0	0	1	0	1	1	0	1
ausgrenzt	exclude	0	0	-1	-1	0	1	1	0	0
Präsidenten	head	1	0	1	1	1	1	1	0	1
Konstruktionsanforderungen	design	1	1	1	1	1	1	1	0	1
Pflichten	work	1	1	1	1	0	1	1	0	1
Vorschlagsentwürfe	draft	1	1	1	1	1	1	1	0	1
unsere	continue	1	1	1	1	1	0	1	0	1
ergangen	hand	1	1	0	1	1	1	1	0	1
Haufen	pile	0	0	0	-1	0	0	1	0	0
bezifferte	estimate	1	1	1	0	0	1	1	0	1
beantwortet	answer	0	1	0	1	0	0	1	0	0
Arbeitsplätzen	work	1	1	1	1	0	1	1	0	1
entlohnt	reward	1	1	1	1	0	1	1	1	1
bewirtschaften	manage	1	1	1	1	1	1	1	0	1
würdig	deserve	1	1	1	0	1	1	1	0	1
Ankauf	purchase	1	1	1	1	1	1	0	0	1
gebeten	ask	0	0	0	0	1	1	1	0	0
Atomanlagen	plant	1	1	1	1	1	1	1	0	1
beantworten	answer	0	1	0	1	0	0	1	0	0
Einsparen	save	1	1	1	1	0	1	1	1	1
Kernkraftwerks	plant	1	1	1	1	1	1	1	0	1
überdeckt	conceal	-1	0	-1	0	0	1	1	0	0
artikulierten	articulate	0	1	0	1	0	1	1	0	1
Kernkraftwerke	plant	1	1	1	1	1	1	1	0	1
blamiert	fool	0	-1	-1	-1	0	1	1	-1	1
restlos	clarify	0	1	1	1	1	1	1	0	1
Integrationsprozessen	process	0	0	1	1	1	1	1	0	0
Sozialhilfe	benefit	1	1	0	1	1	1	1	1	1
ausufernde	escalate	0	-1	0	-1	0	0	1	0	0
Verkehrswesens	transport	0	1	0	1	1	1	1	0	0
Gerichtsurteil	rule	1	1	1	1	1	1	1	0	1
Forschungspotenzial	research	0	-1	1	1	1	1	1	0	1
Mittelbindung	fund	1	1	1	1	1	1	1	0	1
verschuldeten	delay	-1	0	-1	-1	-1	0	1	0	-1
namentlich	name	0	1	1	1	1	1	1	0	1
anregende	stimulate	1	1	1	1	0	0	1	0	1
Marktveränderungen	react	0	0	0	0	0	0	1	0	0
vorzumachen	fool	0	-1	-1	-1	0	1	1	-1	1
Abtransport	rehabilitate	1	1	1	1	1	1	1	1	1
füttern	feed	1	1	1	1	0	1	1	1	1
Demokratiereform	reform	1	1	0	1	0	1	1	0	1
vorenthalten	deny	0	0	-1	-1	0	1	1	0	-1
weitreichend	term	1	1	0	1	1	1	0	0	0
Verkaufs	sell	0	0	0	0	1	1	1	0	1
Einbußen	suffer	-1	1	-1	0	-1	-1	1	0	-1
Datennutzung	share	1	1	1	0	1	1	1	0	1
Schrittes	step	1	1	1	1	1	0	1	0	1
Interessenabwägung	weigh	0	0	0	0	0	0	1	0	0
Einzelfragen	detail	0	0	0	1	0	0	1	0	0
Druck	pressure	0	0	0	-1	0	0	1	-1	0
beachtlich	strike	1	1	0	0	0	1	1	0	0
Verhandlungsergebnis	negotiate	1	1	1	1	1	1	1	0	1
Verarbeitungskapazitäten	process	0	0	1	1	1	1	1	0	0
herrschte	prevail	1	1	0	0	0	1	1	0	0
verlässliche	sound	1	0	0	1	0	1	0	0	0
erwähnter	mention	0	1	0	0	0	1	1	0	0
wiedereinzusetzen	restore	1	1	1	1	0	1	1	1	1
Weltmarkt	market	0	0	0	1	1	1	1	0	1
mußte	have	1	1	1	0	0	1	1	0	1
genoss	enjoy	1	1	1	1	1	1	1	1	1
Personalaufstockung	staff	1	1	1	1	1	1	1	0	1
pünktliche	incur	0	0	0	0	0	0	1	0	0
erwähnten	mention	0	1	0	0	0	1	1	0	0
hinterherzuhinken	lag	0	-1	0	-1	0	0	0	0	0
Grube	hole	0	0	0	-1	1	0	1	0	0
Buchstaben	word	0	1	0	0	0	0	1	0	0
beunruhigende	worry	0	0	-1	-1	0	0	1	-1	-1
Einstimmigkeit	voice	0	0	0	0	0	0	1	0	0
Zurückziehen	withdraw	0	0	0	-1	0	1	1	0	0
anzumerken	note	0	0	0	0	0	0	1	0	0
einzusetzen	work	1	1	1	1	0	1	1	0	1
Forschungsaktivitäten	research	0	-1	1	1	1	1	1	0	1
Strategiedokument	document	0	0	0	0	0	1	1	0	0
Abänderungen	change	0	1	0	1	0	1	1	0	1
ganzjährig	round	0	0	0	0	1	0	1	0	0
Reformpläne	plan	1	1	1	1	1	1	1	0	1
Kühlsystem	cool	0	0	0	1	0	1	1	0	1
inhaltlich	subject	0	0	1	1	0	1	1	0	1
kann	can	0	0	0	0	0	1	1	0	1
verteuern	cost	0	-1	0	0	0	0	1	-1	0
Swaps	swap	0	0	0	0	1	1	1	0	1
stimulierend	stimulate	1	1	1	1	0	0	1	0	1
aufhalten	reside	0	1	1	1	1	1	1	0	1
Entkommen	escape	-1	0	-1	0	1	-1	1	0	1
Gesprächsrunde	round	0	0	0	0	1	0	1	0	0
Verschlechterung	worsen	-1	-1	0	-1	0	1	-1	0	0
Einzelrichter	judge	0	0	-1	-1	1	1	1	-1	0
Rennen	race	0	0	0	0	1	1	1	0	1
Verfalls	decay	0	0	0	-1	0	0	-1	0	0
Tarifpartnern	side	0	0	0	0	1	0	1	0	0
Ordnung	order	0	0	0	-1	0	0	1	0	0
verringerten	reduce	0	0	0	-1	1	1	1	-1	0
-nutzung	harvest	1	1	1	1	1	1	1	0	1
Propagierung	promote	1	1	1	1	1	1	1	0	1
Ultima	resort	0	0	1	0	0	1	1	0	1
Fremdenfeindlichkeit	substantiate	0	1	1	1	0	1	1	0	1
inhaftierter	detain	0	0	-1	-1	0	1	1	-1	0
Dotierung	fund	1	1	1	1	1	1	1	0	1
verringerter	reduce	0	0	0	-1	1	1	1	-1	0
Minenopfern	mine	0	0	0	1	0	1	1	0	0
Geschmacks	taste	1	1	1	0	1	0	1	0	1
Erreichten	achieve	1	1	1	1	1	1	1	0	1
Waffenverkäufe	arm	0	0	0	-1	0	1	0	-1	0
abzustempeln	brand	0	0	0	1	1	0	1	0	1
vorkommen	occur	1	1	0	1	0	1	0	1	0
annimmt	adopt	1	1	1	1	1	1	1	0	1
Begriff	term	1	1	0	1	1	1	0	0	0
nachzubessern	improve	1	1	1	1	0	1	1	0	1
beherrschte	dominate	1	0	1	0	1	1	1	0	1
Waffenausfuhrpolitik	arm	0	0	0	-1	0	1	0	-1	0
grundlegenden	underlie	0	0	0	0	0	1	1	0	0
organisieren	organize	0	0	1	1	1	1	1	0	1
überlappen	overlap	0	0	0	0	0	1	1	0	0
Afghanistan	rebuild	1	1	1	1	1	1	1	0	1
verwandten	relate	0	1	1	1	0	1	1	0	1
Schlachthof	slaughter	0	-1	-1	-1	0	1	0	-1	1
verhüllen	hide	0	0	0	0	0	0	1	1	0
verbrennt	burn	0	-1	-1	-1	0	1	1	-1	0
verwandter	relate	0	1	1	1	0	1	1	0	1
Arbeitsinstrument	work	1	1	1	1	0	1	1	0	1
Nettoneuverschuldung	borrow	0	0	1	0	1	1	1	0	0
blickt	look	0	1	1	0	0	0	1	0	1
abzuschreiben	write	1	1	1	1	1	1	1	0	1
grundlegendes	major	0	1	0	0	1	1	1	0	1
grundlegender	major	0	1	0	0	1	1	1	0	1
hochrangigen	top	0	0	1	0	1	1	1	0	1
befanden	be	0	1	0	0	0	0	1	0	1
ausgesuchte	select	0	0	1	1	0	1	1	1	1
hochrangiger	lead	0	1	1	1	1	0	1	0	1
klebt	stain	0	0	0	-1	0	1	-1	0	0
nehmen	take	1	1	1	0	1	1	1	0	1
that	read	0	0	1	0	1	0	1	0	1
unterlassen	refrain	0	1	0	0	0	0	1	0	1
Clearing-Stellen	clear	0	1	1	1	1	1	1	0	1
umgelegt	pass	0	1	0	0	0	1	1	0	0
Hauptforderung	demand	0	0	1	1	0	1	1	0	1
Investitionsbeihilfen	aid	1	1	1	1	0	1	1	1	1
Beziehungen	link	1	1	1	1	1	1	1	0	0
feststellt	state	0	1	1	1	0	1	1	0	0
Absatzmarkt	market	0	0	0	1	1	1	1	0	1
Impulsgeber	drive	1	1	0	1	0	1	1	0	1
Entsorgungskosten	recycle	0	0	1	1	1	1	0	0	1
Verständnis	understand	1	1	1	1	1	1	1	0	1
angestrengt	court	1	1	1	1	1	1	1	1	1
Erstellen	draw	0	0	1	1	1	1	0	0	0
Postens	post	0	1	1	1	0	1	1	0	1
koordiniertere	coordinate	0	0	0	1	0	-1	0	0	0
beschließende	plug	0	0	0	1	1	1	1	0	1
Gebührensystem	charge	-1	0	0	-1	1	1	1	-1	1
online	line	0	0	0	0	1	0	1	0	1
Verkehrsachsen	route	0	0	0	0	0	1	1	0	0
reparieren	repair	0	1	0	1	1	1	1	0	1
ansieht	look	0	1	1	0	0	0	1	0	1
Ermutigendes	encourage	1	1	1	1	0	1	1	1	1
sprach	speak	1	1	1	1	1	1	1	0	1
zeichnet	emerge	1	1	0	0	0	1	1	0	1
Begehren	request	0	0	1	0	1	1	1	0	1
zusammengelegt	merge	0	0	0	1	1	1	1	0	1
gültige	force	0	0	0	-1	0	1	0	-1	0
Verfahrensvereinfachung	simplify	1	1	0	1	1	1	1	0	0
eingepfercht	pack	1	1	1	0	1	1	1	0	1
Maßnahmenpakets	package	0	0	0	1	1	0	1	0	1
Lateinamerika	blind	0	0	-1	-1	0	1	1	0	0
Gerichtsentscheidung	rule	1	1	1	1	1	1	1	0	1
gewidmeten	devote	1	1	1	1	0	1	1	0	1
nachsehen	forgive	1	1	1	1	1	1	1	1	1
Schublade	file	0	1	0	0	0	1	1	0	0
inspirierten	inspire	1	1	1	1	1	1	1	1	1
Reduktion	reduce	0	0	0	-1	1	1	1	-1	0
Treibnetzfischerei	drift	0	0	0	0	0	1	0	-1	0
Finanzierungsmitteln	fund	1	1	1	1	1	1	1	0	1
begrüßende	welcome	1	1	1	1	1	1	1	1	1
überein	agree	0	0	0	0	1	1	1	0	1
stationierten	station	0	0	0	0	1	0	1	0	0
akzeptieren	accept	1	1	1	1	1	1	1	0	1
tragischen	plummet	0	0	0	-1	0	0	1	0	0
Gesamthilfe	total	0	0	0	0	0	1	1	0	0
veranlassten	lead	0	1	1	1	1	0	1	0	1
%-Ziel	target	0	0	0	1	0	0	0	0	0
Tadel	censure	0	-1	-1	-1	0	1	1	-1	1
Konflikt	conflict	0	0	0	-1	0	1	1	0	0
Futtermittelverbots	feed	1	1	1	1	0	1	1	1	1
diskutiert	discuss	1	1	0	1	1	1	1	0	1
Futtermittelindustrie	feed	1	1	1	1	0	1	1	1	1
angemeldeten	request	0	0	1	0	1	1	1	0	1
angezogen	attract	0	0	0	1	0	0	1	0	0
eingesetzte	set	0	0	1	1	1	1	1	0	1
enthüllt	reveal	0	0	0	1	0	1	1	0	0
einberuft	convene	0	0	1	1	1	1	1	0	1
Arbeitsplatzsuche	search	0	0	0	0	0	1	1	0	0
diskutiere	discuss	1	1	0	1	1	1	1	0	1
Unterkunft	house	1	1	0	1	1	1	1	1	1
darstellt	be	0	1	0	0	0	0	1	0	1
Entwicklungszusammenarbeit	aid	1	1	1	1	0	1	1	1	1
Mahnungen	warn	0	1	0	1	0	1	1	0	0
entschärft	sort	0	0	0	1	0	1	1	0	0
Umweltsteuern	tax	0	0	1	1	1	0	1	0	1
Reviews	review	0	0	0	1	0	1	1	0	0
Ausbrechen	burst	0	0	0	0	0	0	-1	0	0
darstelle	process	0	0	1	1	1	1	1	0	0
Kompetenzüberschneidungen	overlap	0	0	0	0	0	1	1	0	0
Sprachrohr	voice	0	0	0	0	0	0	1	0	0
entstandene	arise	0	0	0	0	0	1	1	0	0
Plenarsaals	confine	0	0	0	-1	0	1	0	-1	0
Linienreedereien	ship	1	0	1	1	0	1	1	0	1
Fächern	subject	0	0	1	1	0	1	1	0	1
Zustands	state	0	1	1	1	0	1	1	0	0
einhergingen	accompany	1	1	1	1	1	1	1	1	1
Lernens	learn	1	1	1	0	1	1	1	0	1
Grundrechtscharta	charter	1	1	1	1	1	1	1	1	1
Zugangsregeln	rule	1	1	1	1	1	1	1	0	1
Rundfunksendungen	broadcast	0	0	0	1	1	1	1	0	1
Besichtigung	survey	0	1	0	1	0	1	1	0	0
erkundigen	ask	0	0	0	0	1	1	1	0	0
Wirtschaftsleistung	satisfy	1	1	0	1	0	1	1	1	1
missverstehen	misunderstand	0	-1	-1	-1	-1	1	1	0	-1
erfaßten	gather	0	0	0	1	1	1	1	0	0
LDC	develop	0	1	0	1	0	0	1	0	0
abstatten	visit	1	1	1	1	1	1	1	1	1
nachzuahmen	imitate	1	1	1	1	1	1	1	0	1
zerrütteten	break	0	0	-1	-1	1	1	1	0	1
3	help	1	1	0	1	0	1	1	1	0
Zielland	target	0	0	0	1	0	0	0	0	0
Zeitersparnis	save	1	1	1	1	0	1	1	1	1
Flüchtlingslagern	camp	0	0	1	0	1	1	1	0	1
abstattet	visit	1	1	1	1	1	1	1	1	1
gelandet	land	0	0	1	0	0	1	1	0	1
Bestärkung	reinforce	1	0	0	1	0	1	1	-1	0
Frucht	result	0	0	0	0	1	0	1	0	0
Tätigkeitsbereichen	field	0	0	1	1	1	1	1	0	0
Verbraucherpreisen	price	0	0	1	1	1	0	1	0	1
Ausbildungsanforderungen	train	1	1	1	1	1	1	1	1	1
Wegen	mean	0	0	0	0	0	-1	0	0	0
geregelten	regulate	0	0	0	0	1	1	1	0	1
konsolidierten	consolidate	1	0	0	1	1	1	1	0	1
zweckdienlich	appropriate	0	1	1	1	1	1	1	0	1
Haushaltslöcher	hole	0	0	0	-1	1	0	1	0	0
Lösungsmöglichkeiten	remedy	0	0	0	0	0	0	1	0	1
Zivilgericht	court	1	1	1	1	1	1	1	1	1
Meeren	water	0	-1	0	-1	0	1	1	0	1
geregelter	regulate	0	0	0	0	1	1	1	0	1
geregeltes	regulate	0	0	0	0	1	1	1	0	1
konsolidierter	consolidate	1	0	0	1	1	1	1	0	1
konsolidiertes	consolidate	1	0	0	1	1	1	1	0	1
zuneigt	end	0	1	0	0	1	0	1	0	0
wiederherzustellen	restore	1	1	1	1	0	1	1	1	1
bekämpften	clash	0	0	0	-1	0	1	1	0	0
teuer	cost	0	-1	0	0	0	0	1	-1	0
niedrigeres	lower	-1	1	1	0	0	1	1	0	1
learning	learn	1	1	1	0	1	1	1	0	1
Vereinbarten	agree	0	0	0	0	1	1	1	0	1
Folgejahres	reshape	0	0	0	1	0	1	1	0	0
erneuter	renew	0	0	1	1	0	1	1	0	0
erneutes	renew	0	0	1	1	0	1	1	0	0
Bett	bolster	0	1	1	1	1	1	1	0	1
Diskussionsthemen	issue	0	0	0	1	0	1	1	0	0
oder	be	0	1	0	0	0	0	1	0	1
geschwunden	knock	0	-1	-1	-1	0	1	0	-1	0
Puzzles	puzzle	0	0	0	-1	1	1	1	0	0
schwerwiegend	litter	0	-1	1	1	0	1	-1	0	1
Doppelregelungen	duplicate	0	0	0	1	0	1	1	0	0
erneuten	renew	0	0	1	1	0	1	1	0	0
Erste	be	0	1	0	0	0	0	1	0	1
entlassenen	dismiss	0	0	-1	-1	0	0	1	-1	0
Arbeitsablauf	function	0	1	0	1	1	1	1	0	0
Energieeffizienzziel	target	0	0	0	1	0	0	0	0	0
abgesteckt	set	0	0	1	1	1	1	1	0	1
Verleihung	award	1	1	1	1	0	1	1	0	1
bewohnte	inhabit	1	0	1	0	1	1	1	0	1
vorläufigen	draft	1	1	1	1	1	1	1	0	1
ergriff	take	1	1	1	0	1	1	1	0	1
Konfliktherd	conflict	0	0	0	-1	0	1	1	0	0
schwingt	echo	0	1	0	1	1	1	1	0	1
verbesserter	improve	1	1	1	1	0	1	1	0	1
Rekord	record	1	1	1	1	1	1	1	0	1
vergrößert	increase	1	1	0	1	0	1	1	0	1
verbesserten	improve	1	1	1	1	0	1	1	0	1
